"Iteration","Turbolent KE - Vol Avg Monitor: Turbolent KE - Vol Avg Monitor (J/kg)","Velocity - Vol Avg Monitor: Velocity - Vol Avg Monitor (m/s)"
7605.0,853212.607051754,12123.766957840864
7606.0,853238.2169084289,12123.941442451602
7607.0,853263.7908340399,12124.115680238121
7608.0,853289.3288792435,12124.28967155413
7609.0,853314.8310946233,12124.463416752811
7610.0,853340.297530692,12124.636916186824
7611.0,853365.7282378897,12124.810170208322
7612.0,853391.1232665847,12124.98317916893
7613.0,853416.482667074,12125.155943419764
7614.0,853441.8064895826,12125.328463311422
7615.0,853467.0947842645,12125.50073919398
7616.0,853492.3476012015,12125.672771417007
7617.0,853517.5649904052,12125.84456032956
7618.0,853542.7470018152,12126.016106280176
7619.0,853567.8936853,12126.187409616887
7620.0,853593.0050906581,12126.358470687212
7621.0,853618.0812676159,12126.52928983816
7622.0,853643.1222658296,12126.699867416222
7623.0,853668.128134885,12126.870203767397
7624.0,853693.098924297,12127.040299237158
7625.0,853718.0346835098,12127.210154170485
7626.0,853742.9354618979,12127.379768911847
7627.0,853767.8013087652,12127.549143805203
7628.0,853792.6322733451,12127.718279194012
7629.0,853817.4284048018,12127.887175421227
7630.0,853842.1897522286,12128.055832829297
7631.0,853866.9163646493,12128.224251760175
7632.0,853891.6082910188,12128.392432555298
7633.0,853916.2655802207,12128.56037555562
7634.0,853940.8882810707,12128.72808110158
7635.0,853965.4764423141,12128.895549533127
7636.0,853990.030112627,12129.062781189701
7637.0,854014.5493406163,12129.229776410257
7638.0,854039.0341748201,12129.396535533248
7639.0,854063.4846637069,12129.563058896623
7640.0,854087.9008556763,12129.729346837847
7641.0,854112.28279906,12129.895399693878
7642.0,854136.6305421196,12130.061217801196
7643.0,854160.944133049,12130.226801495768
7644.0,854185.2236199732,12130.392151113085
7645.0,854209.4690509491,12130.55726698814
7646.0,854233.6804739644,12130.722149455432
7647.0,854257.8579369397,12130.886798848976
7648.0,854282.0014877266,12131.05121550229
7649.0,854306.1111741089,12131.21539974841
7650.0,854330.1870438027,12131.379351919875
7651.0,854354.229144456,12131.543072348752
7652.0,854378.2375236491,12131.706561366604
7653.0,854402.2122288946,12131.86981930452
7654.0,854426.1533076373,12132.032846493099
7655.0,854450.0608072553,12132.19564326246
7656.0,854473.9347750586,12132.358209942231
7657.0,854497.7752582903,12132.520546861564
7658.0,854521.5823041266,12132.682654349124
7659.0,854545.3559596755,12132.8445327331
7660.0,854569.0962719793,12133.006182341192
7661.0,854592.8032880129,12133.167603500635
7662.0,854616.4770546844,12133.328796538164
7663.0,854640.1176188353,12133.489761780053
7664.0,854663.7250272405,12133.650499552088
7665.0,854687.2993266081,12133.811010179588
7666.0,854710.8405635805,12133.971293987384
7667.0,854734.3487847334,12134.13135129984
7668.0,854757.8240365762,12134.291182440846
7669.0,854781.2663655522,12134.450787733806
7670.0,854804.6758180391,12134.610167501669
7671.0,854828.0524403478,12134.769322066888
7672.0,854851.3962787247,12134.928251751471
7673.0,854874.7073793495,12135.086956876938
7674.0,854897.9857883363,12135.245437764333
7675.0,854921.231551734,12135.403694734254
7676.0,854944.4447155261,12135.561728106806
7677.0,854967.6253256304,12135.719538201634
7678.0,854990.7734278999,12135.877125337918
7679.0,855013.8890681221,12136.034489834374
7680.0,855036.9722920195,12136.191632009242
7681.0,855060.0231452498,12136.3485521803
7682.0,855083.0416734054,12136.50525066487
7683.0,855106.0279220148,12136.661727779801
7684.0,855128.9819365406,12136.81798384148
7685.0,855151.9037623822,12136.974019165827
7686.0,855174.793444873,12137.129834068315
7687.0,855197.6510292835,12137.285428863937
7688.0,855220.4765608186,12137.440803867245
7689.0,855243.2700846195,12137.595959392313
7690.0,855266.0316457637,12137.750895752763
7691.0,855288.7612892638,12137.905613261764
7692.0,855311.4590600695,12138.06011223202
7693.0,855334.1250030658,12138.21439297578
7694.0,855356.7591630741,12138.36845580484
7695.0,855379.3615848527,12138.522301030538
7696.0,855401.9323130951,12138.675928963758
7697.0,855424.471392433,12138.82933991492
7698.0,855446.9788674335,12138.982534194012
7699.0,855469.4547826005,12139.135512110544
7700.0,855491.8991823752,12139.2882739736
7701.0,855514.3121111353,12139.440820091786
7702.0,855536.6936131953,12139.593150773277
7703.0,855559.0437328079,12139.745266325788
7704.0,855581.3625141613,12139.89716705659
7705.0,855603.6500013821,12140.048853272501
7706.0,855625.9062385339,12140.200325279891
7707.0,855648.1312696176,12140.351583384692
7708.0,855670.325138572,12140.502627892376
7709.0,855692.4878892732,12140.653459107976
7710.0,855714.6195655349,12140.804077336079
7711.0,855736.7202111091,12140.954482880827
7712.0,855758.7898696853,12141.104676045918
7713.0,855780.8285848905,12141.254657134601
7714.0,855802.8364002907,12141.4044264497
7715.0,855824.8133593899,12141.55398429358
7716.0,855846.7595056299,12141.70333096817
7717.0,855868.6748823907,12141.852466774953
7718.0,855890.5595329913,12142.001392014989
7719.0,855912.4135006889,12142.150106988875
7720.0,855934.2368286791,12142.298611996792
7721.0,855956.0295600968,12142.446907338468
7722.0,855977.791738015,12142.594993313196
7723.0,855999.5234054457,12142.742870219841
7724.0,856021.2246053404,12142.890538356824
7725.0,856042.8953805892,12143.03799802213
7726.0,856064.5357740212,12143.185249513319
7727.0,856086.1458284046,12143.332293127507
7728.0,856107.7255864474,12143.479129161376
7729.0,856129.2750907971,12143.625757911184
7730.0,856150.7943840398,12143.772179672753
7731.0,856172.2835087022,12143.918394741473
7732.0,856193.7425072499,12144.064403412303
7733.0,856215.1714220884,12144.210205979773
7734.0,856236.5702955629,12144.355802737982
7735.0,856257.9391699595,12144.501193980603
7736.0,856279.2780875026,12144.646380000879
7737.0,856300.587090358,12144.79136109163
7738.0,856321.8662206313,12144.936137545239
7739.0,856343.1155203686,12145.080709653676
7740.0,856364.3350315556,12145.225077708474
7741.0,856385.5247961191,12145.36924200075
7742.0,856406.684855926,12145.513202821188
7743.0,856427.8152527844,12145.656960460063
7744.0,856448.9160284423,12145.800515207207
7745.0,856469.9872245895,12145.943867352047
7746.0,856491.0288828555,12146.087017183583
7747.0,856512.0410448111,12146.229964990385
7748.0,856533.0237519689,12146.372711060621
7749.0,856553.9770457816,12146.515255682027
7750.0,856574.9009676437,12146.65759914191
7751.0,856595.7955588906,12146.799741727187
7752.0,856616.6608607993,12146.941683724332
7753.0,856637.4969145885,12147.083425419412
7754.0,856658.3037614176,12147.224967098078
7755.0,856679.0814423886,12147.36630904556
7756.0,856699.8299985445,12147.50745154668
7757.0,856720.5494708709,12147.64839488584
7758.0,856741.2399002941,12147.789139347033
7759.0,856761.9013276834,12147.929685213823
7760.0,856782.5337938493,12148.070032769388
7761.0,856803.1373395453,12148.210182296472
7762.0,856823.7120054662,12148.350134077415
7763.0,856844.2578322499,12148.48988839415
7764.0,856864.7748604761,12148.62944552819
7765.0,856885.2631306674,12148.76880576065
7766.0,856905.7226832885,12148.907969372227
7767.0,856926.1535587468,12149.04693664321
7768.0,856946.555797393,12149.18570785349
7769.0,856966.9294395198,12149.32428328254
7770.0,856987.274525363,12149.462663209431
7771.0,857007.5910951014,12149.600847912827
7772.0,857027.8791888573,12149.738837670986
7773.0,857048.1388466953,12149.876632761761
7774.0,857068.3701086238,12150.014233462609
7775.0,857088.5730145939,12150.151640050572
7776.0,857108.7476045006,12150.288852802296
7777.0,857128.8939181825,12150.42587199402
7778.0,857149.0119954207,12150.562697901587
7779.0,857169.1018759413,12150.699330800435
7780.0,857189.163599413,12150.835770965605
7781.0,857209.1972054485,12150.97201867173
7782.0,857229.2027336047,12151.108074193056
7783.0,857249.1802233824,12151.243937803421
7784.0,857269.1297142258,12151.379609776268
7785.0,857289.0512455238,12151.515090384642
7786.0,857308.9448566095,12151.650379901199
7787.0,857328.8105867597,12151.78547859818
7788.0,857348.6484751961,12151.920386747452
7789.0,857368.4585610843,12152.05510462047
7790.0,857388.2408835348,12152.189632488307
7791.0,857407.9954816026,12152.32397062163
7792.0,857427.7223942874,12152.458119290726
7793.0,857447.421660533,12152.592078765483
7794.0,857467.0933192291,12152.725849315388
7795.0,857486.7374092097,12152.859431209556
7796.0,857506.3539692534,12152.992824716695
7797.0,857525.9430380842,12153.126030105133
7798.0,857545.5046543715,12153.259047642796
7799.0,857565.0388567297,12153.391877597234
7800.0,857584.5456837184,12153.524520235598
7801.0,857604.0251738422,12153.656975824662
7802.0,857623.4773655523,12153.7892446308
7803.0,857642.902297244,12153.921326920014
7804.0,857662.3000072595,12154.053222957906
7805.0,857681.6705338851,12154.184933009696
7806.0,857701.0139153549,12154.31645734023
7807.0,857720.3301898467,12154.447796213954
7808.0,857739.6193954858,12154.578949894933
7809.0,857758.8815703429,12154.70991864686
7810.0,857778.1167524346,12154.840702733038
7811.0,857797.324979724,12154.971302416381
7812.0,857816.5062901202,12155.101717959435
7813.0,857835.6607214788,12155.23194962435
7814.0,857854.7883116013,12155.36199767291
7815.0,857873.8890982359,12155.491862366514
7816.0,857892.9631190778,12155.621543966177
7817.0,857912.0104117683,12155.751042732541
7818.0,857931.0310138954,12155.880358925862
7819.0,857950.024962994,12156.009492806035
7820.0,857968.9922965456,12156.138444632561
7821.0,857987.933051979,12156.26721466457
7822.0,858006.8472666697,12156.395803160814
7823.0,858025.7349779407,12156.52421037968
7824.0,858044.5962230611,12156.652436579176
7825.0,858063.4310392484,12156.78048201692
7826.0,858082.2394636666,12156.908346950177
7827.0,858101.0215334276,12157.03603163583
7828.0,858119.7772855907,12157.16353633039
7829.0,858138.5067571619,12157.29086129
7830.0,858157.2099850961,12157.418006770424
7831.0,858175.8870062946,12157.544973027063
7832.0,858194.5378576076,12157.671760314943
7833.0,858213.1625758321,12157.798368888722
7834.0,858231.7611977137,12157.92479900269
7835.0,858250.3337599454,12158.051050910763
7836.0,858268.8802991689,12158.177124866497
7837.0,858287.4008519734,12158.303021123076
7838.0,858305.8954548972,12158.428739933315
7839.0,858324.3641444256,12158.554281549668
7840.0,858342.806956993,12158.67964622422
7841.0,858361.223928982,12158.804834208691
7842.0,858379.6150967242,12158.929845754432
7843.0,858397.980496499,12159.054681112444
7844.0,858416.320164535,12159.179340533346
7845.0,858434.634137009,12159.303824267407
7846.0,858452.9224500472,12159.428132564528
7847.0,858471.1851397244,12159.552265674247
7848.0,858489.4222420641,12159.676223845745
7849.0,858507.6337930389,12159.80000732784
7850.0,858525.8198285706,12159.923616368986
7851.0,858543.9803845302,12160.047051217283
7852.0,858562.1154967378,12160.17031212047
7853.0,858580.225200963,12160.293399325925
7854.0,858598.3095329243,12160.41631308067
7855.0,858616.3685282902,12160.539053631368
7856.0,858634.4022226782,12160.661621224326
7857.0,858652.410651656,12160.784016105492
7858.0,858670.3938507403,12160.906238520463
7859.0,858688.3518553982,12161.028288714475
7860.0,858706.2847010457,12161.150166932413
7861.0,858724.19242305,12161.271873418802
7862.0,858742.0750567265,12161.393408417822
7863.0,858759.9326373424,12161.51477217329
7864.0,858777.765200114,12161.635964928675
7865.0,858795.5727802076,12161.756986927101
7866.0,858813.3554127406,12161.87783841132
7867.0,858831.11313278,12161.998519623754
7868.0,858848.8459753428,12162.119030806458
7869.0,858866.5539753978,12162.239372201157
7870.0,858884.2371678634,12162.359544049192
7871.0,858901.8955876083,12162.479546591598
7872.0,858919.5292694527,12162.599380069028
7873.0,858937.1382481671,12162.719044721804
7874.0,858954.7225584727,12162.838540789886
7875.0,858972.2822350415,12162.957868512902
7876.0,858989.817312497,12163.077028130125
7877.0,859007.3278254132,12163.196019880488
7878.0,859024.8138083152,12163.31484400257
7879.0,859042.2752956796,12163.43350073461
7880.0,859059.7123219338,12163.551990314501
7881.0,859077.1249214571,12163.670312979793
7882.0,859094.5131285795,12163.788468967696
7883.0,859111.8769775828,12163.906458515068
7884.0,859129.2165027002,12164.024281858434
7885.0,859146.5317381163,12164.14193923397
7886.0,859163.8227179677,12164.259430877513
7887.0,859181.0894763424,12164.376757024565
7888.0,859198.3320472805,12164.493917910275
7889.0,859215.5504647739,12164.610913769466
7890.0,859232.7447627662,12164.727744836608
7891.0,859249.9149751527,12164.844411345839
7892.0,859267.0611357816,12164.96091353096
7893.0,859284.1832784526,12165.077251625436
7894.0,859301.2814369177,12165.193425862393
7895.0,859318.3556448814,12165.309436474608
7896.0,859335.4059359999,12165.425283694542
7897.0,859352.4323438826,12165.540967754303
7898.0,859369.4349020912,12165.656488885674
7899.0,859386.4136441397,12165.7718473201
7900.0,859403.3686034944,12165.887043288689
7901.0,859420.2998135748,12166.002077022218
7902.0,859437.2073077529,12166.116948751136
7903.0,859454.0911193538,12166.231658705541
7904.0,859470.9512816552,12166.346207115223
7905.0,859487.7878278875,12166.460594209624
7906.0,859504.6007912346,12166.574820217858
7907.0,859521.3902048334,12166.688885368705
7908.0,859538.1561017735,12166.802789890624
7909.0,859554.8985150986,12166.916534011734
7910.0,859571.6174778045,12167.03011795983
7911.0,859588.3130228411,12167.14354196238
7912.0,859604.9851831117,12167.256806246514
7913.0,859621.633991473,12167.369911039048
7914.0,859638.259480735,12167.48285656646
7915.0,859654.8616836617,12167.595643054903
7916.0,859671.4406329702,12167.70827073021
7917.0,859687.9963613321,12167.820739817873
7918.0,859704.5289013725,12167.933050543077
7919.0,859721.0382856699,12168.045203130669
7920.0,859737.5245467573,12168.15719780517
7921.0,859753.9877171218,12168.269034790796
7922.0,859770.4278292042,12168.380714311417
7923.0,859786.8449153996,12168.492236590586
7924.0,859803.2390080569,12168.603601851548
7925.0,859819.6101394803,12168.714810317202
7926.0,859835.958341927,12168.825862210144
7927.0,859852.2836476098,12168.93675775264
7928.0,859868.5860886953,12169.047497166639
7929.0,859884.8656973048,12169.158080673766
7930.0,859901.1225055143,12169.268508495332
7931.0,859917.3565453541,12169.378780852318
7932.0,859933.5678488094,12169.488897965402
7933.0,859949.7564478206,12169.59886005493
7934.0,859965.9223742826,12169.70866734094
7935.0,859982.0656600451,12169.818320043143
7936.0,859998.1863369127,12169.927818380942
7937.0,860014.2844366458,12170.037162573419
7938.0,860030.359990959,12170.146352839336
7939.0,860046.4130315227,12170.255389397149
7940.0,860062.4435899621,12170.364272464996
7941.0,860078.451697858,12170.473002260695
7942.0,860094.4373867466,12170.581579001748
7943.0,860110.4006881195,12170.69000290536
7944.0,860126.3416334233,12170.798274188406
7945.0,860142.2602540612,12170.906393067458
7946.0,860158.1565813909,12171.014359758765
7947.0,860174.0306467264,12171.12217447828
7948.0,860189.8824813376,12171.229837441626
7949.0,860205.7121164497,12171.33734886413
7950.0,860221.5195832443,12171.444708960806
7951.0,860237.3049128586,12171.551917946352
7952.0,860253.0681363856,12171.65897603516
7953.0,860268.8092848752,12171.765883441314
7954.0,860284.5283893324,12171.872640378593
7955.0,860300.2254807191,12171.979247060459
7956.0,860315.9005899535,12172.08570370007
7957.0,860331.5537479091,12172.192010510282
7958.0,860347.1849854174,12172.298167703639
7959.0,860362.794333265,12172.40417549238
7960.0,860378.3818221957,12172.510034088436
7961.0,860393.9474829097,12172.615743703438
7962.0,860409.4913460636,12172.721304548704
7963.0,860425.0134422707,12172.826716835261
7964.0,860440.5138021016,12172.931980773816
7965.0,860455.9924560834,12173.037096574782
7966.0,860471.4494346996,12173.142064448266
7967.0,860486.8847683914,12173.246884604077
7968.0,860502.2984875566,12173.351557251719
7969.0,860517.6906225502,12173.456082600387
7970.0,860533.061203684,12173.560460858986
7971.0,860548.4102612273,12173.664692236112
7972.0,860563.737825407,12173.768776940069
7973.0,860579.0439264064,12173.872715178852
7974.0,860594.3285943666,12173.976507160161
7975.0,860609.5918593865,12174.080153091396
7976.0,860624.8337515222,12174.183653179662
7977.0,860640.0543007869,12174.28700763176
7978.0,860655.2535371524,12174.390216654194
7979.0,860670.4314905471,12174.49328045318
7980.0,860685.5881908579,12174.596199234618
7981.0,860700.7236679294,12174.698973204133
7982.0,860715.8379515635,12174.80160256704
7983.0,860730.9310715204,12174.904087528368
7984.0,860746.0030575186,12175.006428292842
7985.0,860761.0539392339,12175.108625064897
7986.0,860776.0837463012,12175.21067804867
7987.0,860791.0925083121,12175.312587448012
7988.0,860806.0802548178,12175.414353466474
7989.0,860821.0470153273,12175.515976307312
7990.0,860835.9928193075,12175.617456173497
7991.0,860850.9176961842,12175.71879326771
7992.0,860865.8216753418,12175.819987792327
7993.0,860880.7047861223,12175.921039949439
7994.0,860895.5670578273,12176.021949940852
7995.0,860910.4085197167,12176.122717968083
7996.0,860925.2292010086,12176.223344232345
7997.0,860940.0291308805,12176.32382893457
7998.0,860954.8083384684,12176.42417227541
7999.0,860969.5668528673,12176.524374455208
8000.0,860984.3047031309,12176.624435674039
8001.0,860999.0219182718,12176.72435613168
8002.0,861013.7185272623,12176.824136027622
8003.0,861028.3945590333,12176.923775561067
8004.0,861043.0500424746,12177.023274930934
8005.0,861057.6850064357,12177.12263433586
8006.0,861072.2994797248,12177.22185397418
8007.0,861086.8934911106,12177.320934043968
8008.0,861101.4670693201,12177.419874742993
8009.0,861116.0202430398,12177.51867626875
8010.0,861130.5530409162,12177.617338818442
8011.0,861145.065491555,12177.715862588999
8012.0,861159.557623522,12177.81424777706
8013.0,861174.0294653417,12177.912494578986
8014.0,861188.4810454994,12178.01060319085
8015.0,861202.9123924398,12178.10857380845
8016.0,861217.3235345675,12178.206406627294
8017.0,861231.7145002463,12178.30410184262
8018.0,861246.0853178012,12178.401659649375
8019.0,861260.4360155164,12178.499080242236
8020.0,861274.7666216363,12178.596363815588
8021.0,861289.0771643658,12178.693510563548
8022.0,861303.3676718693,12178.790520679946
8023.0,861317.6381722724,12178.887394358338
8024.0,861331.8886936598,12178.984131792004
8025.0,861346.1192640776,12179.080733173938
8026.0,861360.3299115322,12179.177198696863
8027.0,861374.52066399,12179.273528553227
8028.0,861388.691549378,12179.369722935195
8029.0,861402.8425955843,12179.465782034658
8030.0,861416.9738304567,12179.561706043234
8031.0,861431.085281805,12179.657495152269
8032.0,861445.1769773986,12179.753149552822
8033.0,861459.2489449682,12179.848669435687
8034.0,861473.3012122058,12179.944054991385
8035.0,861487.3338067633,12180.039306410159
8036.0,861501.3467562543,12180.134423881978
8037.0,861515.3400882537,12180.229407596542
8038.0,861529.3138302962,12180.324257743274
8039.0,861543.2680098792,12180.418974511334
8040.0,861557.2026544602,12180.513558089597
8041.0,861571.1177914592,12180.608008666679
8042.0,861585.0134482557,12180.702326430915
8043.0,861598.889652192,12180.796511570381
8044.0,861612.7464305717,12180.890564272879
8045.0,861626.5838106585,12180.984484725925
8046.0,861640.4018196801,12181.078273116793
8047.0,861654.2004848233,12181.171929632468
8048.0,861667.9798332383,12181.265454459677
8049.0,861681.7398920361,12181.358847784879
8050.0,861695.4806882895,12181.452109794247
8051.0,861709.2022490331,12181.54524067372
8052.0,861722.9046012643,12181.638240608941
8053.0,861736.5877719411,12181.731109785298
8054.0,861750.2517879842,12181.823848387916
8055.0,861763.896676276,12181.91645660165
8056.0,861777.5224636614,12182.008934611085
8057.0,861791.1291769468,12182.101282600554
8058.0,861804.7168429012,12182.19350075411
8059.0,861818.2854882564,12182.285589255554
8060.0,861831.8351397052,12182.377548288423
8061.0,861845.3658239038,12182.46937803598
8062.0,861858.8775674701,12182.56107868123
8063.0,861872.370396985,12182.652650406928
8064.0,861885.8443389918,12182.74409339554
8065.0,861899.2994199962,12182.835407829303
8066.0,861912.7356664664,12182.926593890163
8067.0,861926.1531048336,12183.017651759825
8068.0,861939.5517614916,12183.108581619721
8069.0,861952.9316627968,12183.199383651036
8070.0,861966.2928350687,12183.290058034674
8071.0,861979.6353045894,12183.3806049513
8072.0,861992.9590976042,12183.471024581317
8073.0,862006.2642403211,12183.561317104855
8074.0,862019.5507589116,12183.651482701805
8075.0,862032.81867951,12183.741521551783
8076.0,862046.0680282131,12183.831433834157
8077.0,862059.2988310822,12183.921219728038
8078.0,862072.5111141411,12184.010879412272
8079.0,862085.7049033768,12184.100413065458
8080.0,862098.8802247399,12184.189820865937
8081.0,862112.0371041443,12184.279102991788
8082.0,862125.175567468,12184.368259620842
8083.0,862138.2956405509,12184.457290930672
8084.0,862151.3973491982,12184.546197098598
8085.0,862164.4807191778,12184.63497830168
8086.0,862177.5457762213,12184.723634716733
8087.0,862190.5925460244,12184.81216652031
8088.0,862203.621054246,12184.900573888723
8089.0,862216.6313265095,12184.988856998016
8090.0,862229.623388402,12185.07701602399
8091.0,862242.597265474,12185.16505114219
8092.0,862255.5529832405,12185.252962527917
8093.0,862268.4905671802,12185.340750356212
8094.0,862281.4100427363,12185.428414801867
8095.0,862294.3114353156,12185.515956039428
8096.0,862307.1947702896,12185.603374243186
8097.0,862320.0600729935,12185.690669587186
8098.0,862332.9073687273,12185.777842245217
8099.0,862345.7366827552,12185.864892390833
8100.0,862358.5480403053,12185.951820197322
8101.0,862371.341466571,12186.038625837733
8102.0,862384.1169867091,12186.125309484865
8103.0,862396.8746258416,12186.211871311276
8104.0,862409.6144090557,12186.298311489265
8105.0,862422.336361402,12186.384630190892
8106.0,862435.0405078963,12186.470827587973
8107.0,862447.7268735194,12186.556903852068
8108.0,862460.3954832165,12186.6428591545
8109.0,862473.0463618981,12186.728693666339
8110.0,862485.6795344388,12186.814407558422
8111.0,862498.295025679,12186.900001001328
8112.0,862510.8928604235,12186.985474165402
8113.0,862523.4730634426,12187.070827220738
8114.0,862536.0356594714,12187.156060337189
8115.0,862548.5806732099,12187.241173684366
8116.0,862561.1081293236,12187.32616743164
8117.0,862573.6180524433,12187.41104174812
8118.0,862586.110467165,12187.495796802707
8119.0,862598.5853980501,12187.580432764034
8120.0,862611.042869625,12187.664949800497
8121.0,862623.4829063821,12187.74934808026
8122.0,862635.9055327787,12187.833627771233
8123.0,862648.3107732384,12187.9177890411
8124.0,862660.6986521495,12188.00183205729
8125.0,862673.0691938665,12188.08575698701
8126.0,862685.4224227093,12188.169563997211
8127.0,862697.7583629641,12188.253253254614
8128.0,862710.0770388818,12188.336824925693
8129.0,862722.37847468,12188.4202791767
8130.0,862734.6626945422,12188.503616173633
8131.0,862746.929722617,12188.586836082259
8132.0,862759.1795830199,12188.669939068113
8133.0,862771.4122998322,12188.752925296476
8134.0,862783.6278971006,12188.835794932407
8135.0,862795.8263988388,12188.918548140737
8136.0,862808.007829026,12189.001185086032
8137.0,862820.1722116082,12189.083705932655
8138.0,862832.3195704969,12189.16611084471
8139.0,862844.4499295705,12189.24839998608
8140.0,862856.563312674,12189.330573520407
8141.0,862868.659743618,12189.412631611096
8142.0,862880.7392461799,12189.49457442133
8143.0,862892.8018441042,12189.576402114046
8144.0,862904.8475611008,12189.658114851956
8145.0,862916.8764208471,12189.739712797542
8146.0,862928.8884469867,12189.821196113036
8147.0,862940.8836631301,12189.902564960457
8148.0,862952.8620928546,12189.983819501587
8149.0,862964.8237597038,12190.064959897967
8150.0,862976.768687189,12190.145986310927
8151.0,862988.6968987869,12190.226898901545
8152.0,863000.6084179432,12190.307697830678
8153.0,863012.5032680688,12190.388383258954
8154.0,863024.3814725423,12190.468955346774
8155.0,863036.2430547094,12190.549414254296
8156.0,863048.0880378829,12190.629760141472
8157.0,863059.9164453429,12190.709993167999
8158.0,863071.728300336,12190.790113493367
8159.0,863083.5236260769,12190.870121276823
8160.0,863095.3024457472,12190.9500166774
8161.0,863107.0647824958,12191.029799853888
8162.0,863118.8106594393,12191.109470964868
8163.0,863130.5400996612,12191.189030168676
8164.0,863142.2531262132,12191.268477623436
8165.0,863153.9497621141,12191.347813487038
8166.0,863165.63003035,12191.427037917147
8167.0,863177.2939538751,12191.5061510712
8168.0,863188.9415556111,12191.585153106424
8169.0,863200.5728584476,12191.664044179808
8170.0,863212.1878852416,12191.742824448114
8171.0,863223.7866588179,12191.821494067886
8172.0,863235.3692019698,12191.900053195443
8173.0,863246.9355374578,12191.978501986883
8174.0,863258.4856880107,12192.056840598076
8175.0,863270.0196763248,12192.135069184675
8176.0,863281.5375250652,12192.213187902104
8177.0,863293.0392568647,12192.291196905573
8178.0,863304.524894324,12192.369096350061
8179.0,863315.9944600123,12192.446886390328
8180.0,863327.4479764669,12192.524567180928
8181.0,863338.8854661931,12192.602138876167
8182.0,863350.3069516652,12192.679601630149
8183.0,863361.712455325,12192.756955596758
8184.0,863373.1019995834,12192.834200929648
8185.0,863384.4756068193,12192.911337782263
8186.0,863395.8332993804,12192.98836630782
8187.0,863407.1750995824,12193.065286659325
8188.0,863418.5010297104,12193.142098989563
8189.0,863429.8111120175,12193.218803451091
8190.0,863441.1053687253,12193.295400196263
8191.0,863452.3838220247,12193.37188937721
8192.0,863463.6464940753,12193.44827114584
8193.0,863474.8934070049,12193.52454565385
8194.0,863486.1245829107,12193.600713052721
8195.0,863497.3400438586,12193.676773493713
8196.0,863508.5398118835,12193.752727127872
8197.0,863519.7239089889,12193.828574106035
8198.0,863530.8923571479,12193.904314578807
8199.0,863542.0451783026,12193.979948696599
8200.0,863553.1823943637,12194.055476609587
8201.0,863564.3040272113,12194.130898467745
8202.0,863575.4100986946,12194.206214420834
8203.0,863586.5006306327,12194.281424618395
8204.0,863597.5756448131,12194.356529209756
8205.0,863608.635162993,12194.431528344037
8206.0,863619.6792068993,12194.506422170136
8207.0,863630.7077982274,12194.581210836748
8208.0,863641.720958643,12194.655894492354
8209.0,863652.7187097811,12194.730473285212
8210.0,863663.7010732461,12194.804947363384
8211.0,863674.6680706119,12194.879316874716
8212.0,863685.6197234222,12194.953581966834
8213.0,863696.5560531907,12195.027742787162
8214.0,863707.4770814001,12195.101799482913
8215.0,863718.3828295032,12195.175752201087
8216.0,863729.2733189227,12195.24960108848
8217.0,863740.1485710512,12195.323346291665
8218.0,863751.0086072511,12195.396987957025
8219.0,863761.8534488542,12195.470526230716
8220.0,863772.6831171629,12195.5439612587
8221.0,863783.49763345,12195.617293186719
8222.0,863794.2970189571,12195.690522160317
8223.0,863805.0812948969,12195.763648324819
8224.0,863815.8504824523,12195.836671825356
8225.0,863826.6046027757,12195.90959280684
8226.0,863837.3436769898,12195.982411413981
8227.0,863848.0677261882,12196.05512779129
8228.0,863858.7767714345,12196.127742083057
8229.0,863869.4708337623,12196.200254433375
8230.0,863880.1499341761,12196.272664986136
8231.0,863890.8140936507,12196.344973885016
8232.0,863901.463333131,12196.417181273488
8233.0,863912.0976735329,12196.489287294828
8234.0,863922.7171357429,12196.561292092101
8235.0,863933.3217406176,12196.633195808172
8236.0,863943.9115089849,12196.704998585701
8237.0,863954.4864616423,12196.77670056714
8238.0,863965.0466193594,12196.848301894745
8239.0,863975.5920028759,12196.91980271056
8240.0,863986.1226329021,12196.991203156434
8241.0,863996.6385301193,12197.062503374018
8242.0,864007.13971518,12197.133703504747
8243.0,864017.6262087077,12197.204803689865
8244.0,864028.0980312962,12197.275804070408
8245.0,864038.5552035106,12197.346704787224
8246.0,864048.9977458874,12197.41750598094
8247.0,864059.425678934,12197.488207791996
8248.0,864069.839023129,12197.558810360635
8249.0,864080.2377989216,12197.629313826885
8250.0,864090.6220267336,12197.699718330588
8251.0,864100.9917269563,12197.770024011379
8252.0,864111.3469199542,12197.840231008702
8253.0,864121.6876260608,12197.910339461789
8254.0,864132.0138655835,12197.98034950969
8255.0,864142.3256587994,12198.05026129124
8256.0,864152.6230259577,12198.120074945093
8257.0,864162.905987279,12198.189790609686
8258.0,864173.1745629557,12198.259408423282
8259.0,864183.4287731512,12198.328928523924
8260.0,864193.6686380013,12198.398351049473
8261.0,864203.8941776127,12198.467676137585
8262.0,864214.1054120646,12198.53690392573
8263.0,864224.302361407,12198.606034551167
8264.0,864234.4850456625,12198.675068150978
8265.0,864244.6534848253,12198.744004862036
8266.0,864254.8076988613,12198.81284482102
8267.0,864264.9477077085,12198.88158816442
8268.0,864275.0735312764,12198.950235028526
8269.0,864285.1851894474,12199.018785549437
8270.0,864295.2827020752,12199.08723986306
