"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Z-momentum: Residual","Tke: Residual","Tdr: Residual"
150.0,1.746055686844672E-5,1.3539266120704844E-4,4.6810141318466424E-5,1.9713967856374248E-4,1.1872222670534308E-4,2.4237712040610422E-4
153.0,1.5690723458574603E-5,1.2254082325307395E-4,4.243882051929037E-5,1.84746901335341E-4,1.1273751443160127E-4,2.3265797826817875E-4
156.0,1.4070781635049761E-5,1.1109912684731614E-4,3.832382823634709E-5,1.7383869521074487E-4,1.0798490240142863E-4,2.254302955217909E-4
159.0,1.3062763174806479E-5,1.0094284004724616E-4,3.474869385854314E-5,1.643854383981782E-4,1.0418592848884605E-4,2.197603083466779E-4
162.0,1.1753299741878197E-5,9.2048107602655E-5,3.174589948539455E-5,1.561616881853403E-4,1.0098531585997007E-4,2.137418020377182E-4
165.0,1.0025821217587288E-5,8.412812922784502E-5,2.9054326719442726E-5,1.488166909558586E-4,9.834810495189688E-5,2.067814467004553E-4
168.0,9.445904058872779E-6,7.687364012306112E-5,2.6629642799840484E-5,1.4216397886472788E-4,9.634042646460444E-5,1.9934469290159012E-4
171.0,9.303546650723159E-6,7.03019587587385E-5,2.4546134176816906E-5,1.3617537570650062E-4,9.494246057428372E-5,1.9200455208661177E-4
174.0,9.25355268459529E-6,6.453793920241623E-5,2.2778635010939795E-5,1.3080584676883472E-4,9.408293618343207E-5,1.8512143487057318E-4
178.0,8.914033853282017E-6,5.790634100841526E-5,2.0650456683062308E-5,1.2454426569435487E-4,9.35473259783201E-5,1.7681665267669095E-4
181.0,7.6149219397797885E-6,5.355754559507318E-5,1.917942074932544E-5,1.204631151696321E-4,9.34332540355605E-5,1.7117937753349026E-4
184.0,6.7663608630933525E-6,4.972342648414478E-5,1.788118034897136E-5,1.1682983149026611E-4,9.333985760037052E-5,1.6571195239185814E-4
187.0,6.433120757261914E-6,4.63011497923006E-5,1.6746926392796938E-5,1.1355700235600898E-4,9.309095161883993E-5,1.601156009415277E-4
190.0,5.5654911490828105E-6,4.314411179085815E-5,1.5722962217886437E-5,1.1057130574098229E-4,9.266125031263035E-5,1.5436721038254023E-4
193.0,4.848838804145047E-6,4.0219573887965594E-5,1.4800423040498162E-5,1.0783135069745979E-4,9.205509817874183E-5,1.486273957816755E-4
196.0,5.047127353474075E-6,3.757947748454577E-5,1.3998904633302477E-5,1.053165689802548E-4,9.129001602409126E-5,1.4301341086768983E-4
199.0,4.6087671416264325E-6,3.521349076444241E-5,1.329084170922812E-5,1.030120278747942E-4,9.035094689684818E-5,1.3758219409649625E-4
202.0,4.2737225932952794E-6,3.308625283729067E-5,1.263372149558577E-5,1.0090344964369171E-4,8.922671794241376E-5,1.323527155169966E-4
206.0,4.499469837041602E-6,3.05782979246526E-5,1.1816338573069227E-5,9.837306498365312E-5,8.742740725308477E-5,1.2562342078978583E-4
209.0,4.458076398990462E-6,2.8894794842539702E-5,1.1255120765911487E-5,9.666404381349833E-5,8.584259608792419E-5,1.2065816950754016E-4
212.0,4.246761620972668E-6,2.7322794039905066E-5,1.074166730366075E-5,9.508678205089555E-5,8.407699776825625E-5,1.1570935201477048E-4
215.0,3.662029216825929E-6,2.584341468331012E-5,1.0273014277283331E-5,9.361823876909033E-5,8.215623015289344E-5,1.1078948813479743E-4
218.0,3.2711614428824527E-6,2.4464418144366732E-5,9.85107663681227E-6,9.22434960787377E-5,8.011376127757452E-5,1.0593332325311312E-4
221.0,3.1492693034571778E-6,2.3194364417588125E-5,9.47110093069844E-6,9.095458491554435E-5,7.797979627945748E-5,1.0120769509151288E-4
224.0,3.013733538155136E-6,2.2031695433475454E-5,9.122506663384653E-6,8.974775507496903E-5,7.577431217156183E-5,9.663967357697204E-5
227.0,2.7428857466128933E-6,2.096898681953758E-5,8.789649217042715E-6,8.861915004275169E-5,7.350977279919697E-5,9.221720339229145E-5
230.0,2.4434431062073677E-6,1.9986372382919298E-5,8.470195300306311E-6,8.756527211962648E-5,7.119834252832315E-5,8.792230502517617E-5
234.0,2.317929647467301E-6,1.876999246005228E-5,8.067264538631902E-6,8.626549178286851E-5,6.806983624669455E-5,8.238569816593901E-5
237.0,2.307484913796299E-6,1.7915497914231825E-5,7.786686383838636E-6,8.535766997147564E-5,6.570491955356232E-5,7.837437761982775E-5
240.0,2.2968757405603475E-6,1.7108300944256504E-5,7.529075261746493E-6,8.449841375990305E-5,6.334357243648968E-5,7.44793677988489E-5
243.0,2.2400196060826305E-6,1.6353447174273194E-5,7.2903236571276005E-6,8.368237468987528E-5,6.0998499224805776E-5,7.07239641875357E-5
246.0,1.995277952682874E-6,1.5652685506831562E-5,7.067074217655761E-6,8.29070222488508E-5,5.867688423386936E-5,6.712378906971972E-5
249.0,1.6271411022922993E-6,1.5001199175902587E-5,6.856815616190566E-6,8.217074673138485E-5,5.638927675830925E-5,6.368056845655913E-5
252.0,1.455750886341917E-6,1.4394134212953456E-5,6.65372311158001E-6,8.147303369768095E-5,5.414254337839391E-5,6.0392841834529726E-5
255.0,1.3879094046394517E-6,1.3823295384106824E-5,6.45587858253929E-6,8.081124597586534E-5,5.194156039581347E-5,5.725916706979306E-5
258.0,1.350766721671773E-6,1.3282830269403658E-5,6.266100151286225E-6,8.018191316602038E-5,4.979106559814928E-5,5.428084010616789E-5
261.0,1.4364288569841635E-6,1.2770860509530578E-5,6.086668952785731E-6,7.958158895908241E-5,4.769353346618128E-5,5.1455310006917084E-5
265.0,1.442952215731813E-6,1.2132671627289033E-5,5.8635316410043366E-6,7.882050829443758E-5,4.499021941271842E-5,4.7924273539070766E-5
268.0,1.1793731084321187E-6,1.168756337681418E-5,5.708262043008974E-6,7.827618913218751E-5,4.3036516985169646E-5,4.5453340379871614E-5
271.0,1.0537269499600085E-6,1.127014988539248E-5,5.560858496875231E-6,7.775336976491598E-5,4.1144262562381936E-5,4.31227549773522E-5
274.0,1.011912293813714E-6,1.087800827316113E-5,5.41907769498177E-6,7.725132518877091E-5,3.931810862000356E-5,4.092541342214741E-5
277.0,1.104201864610546E-6,1.0507636293843376E-5,5.281356739212063E-6,7.676964827743924E-5,3.755885142446001E-5,3.886722303498273E-5
280.0,1.1032311802614866E-6,1.0156023158114163E-5,5.148740235672576E-6,7.630717219082616E-5,3.5867410309341476E-5,3.695048443834061E-5
283.0,1.0074731396301073E-6,9.823017523721456E-6,5.0208560787235624E-6,7.586245027871676E-5,3.424557122162073E-5,3.517518834476614E-5
286.0,9.802369068306429E-7,9.507959699399086E-6,4.898544419801149E-6,7.543376544918587E-5,3.2694063399900146E-5,3.353787062686632E-5
289.0,1.0989133327298051E-6,9.209971944124386E-6,4.782363054745571E-6,7.501957104633196E-5,3.121006623584954E-5,3.2033666482553266E-5
293.0,1.176842760035338E-6,8.838941877196792E-6,4.635590703024128E-6,7.448812852493811E-5,2.9333977920107734E-5,3.0222659197894434E-5
296.0,1.2173013864205437E-6,8.577704338792523E-6,4.530840500164548E-6,7.410447651610078E-5,2.8002610103681694E-5,2.8998678031992147E-5
299.0,1.1567719068800558E-6,8.329706614162406E-6,4.42935813510931E-6,7.373320631332436E-5,2.6735357779466587E-5,2.7881208358571657E-5
302.0,1.1098916591281138E-6,8.09373170693153E-6,4.331116459300381E-6,7.33740428836094E-5,2.55300682292344E-5,2.68633268678676E-5
305.0,1.0635877180950208E-6,7.869432406079433E-6,4.236339112579486E-6,7.30261913437562E-5,2.438541383975636E-5,2.59386900292455E-5
308.0,1.060658716631535E-6,7.656525136390228E-6,4.144842443341515E-6,7.268869234316672E-5,2.32998848635757E-5,2.510099636835008E-5
311.0,1.0865731951710727E-6,7.454775488917702E-6,4.056826811875594E-6,7.236081328037377E-5,2.2271195807971732E-5,2.4343567922086604E-5
314.0,1.053050425800232E-6,7.262295634090949E-6,3.972899309850369E-6,7.204191373012039E-5,2.129668004053619E-5,2.3659193875975964E-5
317.0,9.63376244482279E-7,7.079183600917917E-6,3.891914001489824E-6,7.173162513767533E-5,2.0374478248875925E-5,2.3038640101218658E-5
321.0,9.060797293594664E-7,6.848821763033269E-6,3.7876596948866058E-6,7.133092177994528E-5,1.9224516667085045E-5,2.2298042585546447E-5
324.0,9.314234387487445E-7,6.685354065500726E-6,3.7122370879906556E-6,7.103986212980806E-5,1.8419946218711746E-5,2.180548563414585E-5
327.0,8.869091348384945E-7,6.5295672428006466E-6,3.6389628038544937E-6,7.07566578954178E-5,1.7662354496190088E-5,2.1362945396252704E-5
330.0,8.126132896060335E-7,6.380532713613811E-6,3.5682561284557544E-6,7.048078755795597E-5,1.6950878233884893E-5,2.0966566256621148E-5
333.0,7.406505147924127E-7,6.238330248351411E-6,3.4997363336160836E-6,7.021179195888763E-5,1.6283258514159504E-5,2.061119182494474E-5
336.0,6.870815063216218E-7,6.102586725560074E-6,3.4333993147383598E-6,6.994928280299576E-5,1.5658378825782743E-5,2.029124700865866E-5
339.0,6.471261205785143E-7,5.972261688972444E-6,3.3694656816763097E-6,6.969304094989866E-5,1.5074505613457696E-5,2.000170085918098E-5
342.0,6.26223841381705E-7,5.847071881597086E-6,3.3077491659029943E-6,6.944281311478066E-5,1.4529745091226958E-5,1.9739503236699675E-5
345.0,5.981375855104841E-7,5.7271659858535066E-6,3.2477410868041977E-6,6.919830991860748E-5,1.4021440842251245E-5,1.9502580438101467E-5
348.0,5.460628888536934E-7,5.612356671051811E-6,3.1891736202492423E-6,6.89593978035827E-5,1.3547423373202733E-5,1.9288203299345842E-5
352.0,4.951845340275484E-7,5.466578336084179E-6,3.1135966934410965E-6,6.864907840277222E-5,1.2965784554052172E-5,1.9032123553630807E-5
355.0,4.7286719070058354E-7,5.3623707214457745E-6,3.0587131969002017E-6,6.842205557985191E-5,1.2563532526150348E-5,1.8858389199606813E-5
358.0,4.627914880699701E-7,5.264102511624829E-6,3.0065124669563663E-6,6.820494794401975E-5,1.2283902979436494E-5,1.8321900944560373E-5
361.0,4.5553204917428256E-7,5.168909300050787E-6,2.9561351331417626E-6,6.799007484602892E-5,1.188951979262358E-5,1.798925686115917E-5
364.0,4.461318099455559E-7,5.077035618726008E-6,2.9067691454223815E-6,6.777901995737648E-5,1.1563606533543758E-5,1.777940520257664E-5
367.0,4.385651738485043E-7,4.988318108818679E-6,2.85858434127977E-6,6.757171724846748E-5,1.1275409226601461E-5,1.7639562699299785E-5
370.0,4.2060043019185595E-7,4.902492857358471E-6,2.8115175708504707E-6,6.73680461313619E-5,1.1023292242288094E-5,1.7542707731952896E-5
373.0,4.097104966258341E-7,4.819564473249073E-6,2.7654397018201546E-6,6.716787305832234E-5,1.080196127668229E-5,1.7472934077816923E-5
376.0,4.1046189547460207E-7,4.739330948956556E-6,2.7203551246089126E-6,6.69710406592401E-5,1.0604411320298035E-5,1.741890465895158E-5
380.0,3.981745884366061E-7,4.636200348019247E-6,2.6618068689953306E-6,6.67137330806868E-5,1.036828771634571E-5,1.7356127471655184E-5
383.0,3.8287730402234453E-7,4.561415215523115E-6,2.619056468898256E-6,6.652402057737707E-5,1.0208180934505367E-5,1.731169196534863E-5
386.0,3.699160542301391E-7,4.488931025081076E-6,2.577100458675246E-6,6.6336896388882E-5,1.0061370717136951E-5,1.7268705315079566E-5
389.0,3.622899016847549E-7,4.4183901754385195E-6,2.536079120160981E-6,6.615226775191282E-5,9.926236173675824E-6,1.7226775926638063E-5
392.0,3.502353271680931E-7,4.3496191130113435E-6,2.49602449739341E-6,6.597003529765619E-5,9.800810461945274E-6,1.7184594452053652E-5
395.0,3.389397832045856E-7,4.282669008888612E-6,2.4568048907021866E-6,6.579014275391251E-5,9.684171931563022E-6,1.714239962052835E-5
398.0,3.237232427850703E-7,4.217513359616067E-6,2.4183294327876227E-6,6.561231651973476E-5,9.572949193730138E-6,1.7099616781644062E-5
401.0,3.103407337131683E-7,4.154114870459209E-6,2.380519305750656E-6,6.543622047206111E-5,9.46979025072459E-6,1.705753466011199E-5
404.0,2.984301869567023E-7,4.092236426319981E-6,2.343447501124918E-6,6.526169772090721E-5,9.374912761545397E-6,1.7018689781278088E-5
408.0,2.961210624513302E-7,4.012033472997816E-6,2.2950415951985698E-6,6.50312289428373E-5,9.263479981872825E-6,1.6973860158907807E-5
411.0,3.225148903943461E-7,3.953505059005843E-6,2.259484752228855E-6,6.485992172148329E-5,9.190571939181555E-6,1.694667423041012E-5
414.0,3.445278937067858E-7,3.896329147075476E-6,2.224529145856939E-6,6.468982144231664E-5,9.124881718319058E-6,1.692504675018952E-5
417.0,3.4501721022673663E-7,3.840398438186948E-6,2.190208007973277E-6,6.45208466905805E-5,9.066051494085283E-6,1.6908286211181872E-5
420.0,3.3932143188785316E-7,3.7855997675971747E-6,2.1565340155397593E-6,6.435289409719427E-5,9.013863638692438E-6,1.689571127091765E-5
423.0,3.332146382099542E-7,3.7318534601597343E-6,2.1234895071872386E-6,6.418584706041408E-5,8.968014014601931E-6,1.688672566613647E-5
426.0,3.285095746003996E-7,3.679149851402619E-6,2.0910219658045804E-6,6.401960299578961E-5,8.928289417704215E-6,1.6880858102446973E-5
429.0,3.234891147375928E-7,3.6274617536120474E-6,2.0590971265415622E-6,6.385410163239357E-5,8.893335708475888E-6,1.6877581326275455E-5
432.0,3.1569437981346354E-7,3.57668836688462E-6,2.0277149816208274E-6,6.36892534782014E-5,8.862784868664414E-6,1.687590106049614E-5
435.0,3.0543521592629053E-7,3.5268161341919878E-6,1.9968631801978315E-6,6.352494856835304E-5,8.83809224468789E-6,1.6875860459386323E-5
439.0,2.9623731035428794E-7,3.4617069953977505E-6,1.956478458072615E-6,6.330660452430878E-5,8.813677131374707E-6,1.6878885949255554E-5
442.0,2.952781650728914E-7,3.413859782599589E-6,1.926746506120006E-6,6.314332805242746E-5,8.802251315425569E-6,1.6883318976253984E-5
445.0,2.926946745882155E-7,3.3668251507115675E-6,1.8974972397381705E-6,6.298039135280064E-5,8.79607365203512E-6,1.6889378307929607E-5
448.0,2.882349170116818E-7,3.320554440624627E-6,1.868712384904236E-6,6.2817760990482E-5,8.794768886345535E-6,1.6896634450691364E-5
451.0,2.836955915770878E-7,3.2749850315744095E-6,1.8404089733508627E-6,6.265539342151615E-5,8.798095077067389E-6,1.6904607165563743E-5
454.0,2.7785658191780706E-7,3.230113244261469E-6,1.812553876356279E-6,6.249323230888736E-5,8.805703374776686E-6,1.6912926784867264E-5
457.0,2.709439694455868E-7,3.185933397063389E-6,1.7851250953469196E-6,6.233126869267164E-5,8.815601923481727E-6,1.6921188018559126E-5
460.0,2.6476753512785715E-7,3.142433873709207E-6,1.758099331241759E-6,6.216946802775863E-5,8.829357655853647E-6,1.6929028306669397E-5
463.0,2.584817099976087E-7,3.099561441646464E-6,1.7314958661836347E-6,6.200777521951859E-5,8.846240644985567E-6,1.693626805079774E-5
467.0,2.50816211065731E-7,3.0433257974482405E-6,1.696676743958203E-6,6.179235676580385E-5,8.872927875596834E-6,1.6944504608456842E-5
470.0,2.451088053328765E-7,3.001855418781246E-6,1.671018046085311E-6,6.163090496224883E-5,8.895834421423543E-6,1.6949272779664257E-5
473.0,2.3971333586555083E-7,2.9609679872273772E-6,1.645736276936771E-6,6.146953861033147E-5,8.920829386857774E-6,1.695258914331165E-5
476.0,2.3490600448293791E-7,2.920647391284539E-6,1.6208213761163381E-6,6.130825185736327E-5,8.947125024051287E-6,1.6954244793093183E-5
479.0,2.3070863644330426E-7,2.8808797830073216E-6,1.5962670614566405E-6,6.114705343735872E-5,8.973630143989986E-6,1.6953998138982476E-5
482.0,2.2588495716459983E-7,2.841645370801684E-6,1.5720782672200062E-6,6.0985917761196724E-5,9.001500565314878E-6,1.6951769544902774E-5
485.0,2.2142044228115858E-7,2.802933845119919E-6,1.5482379828600614E-6,6.082484233438717E-5,9.030204351298102E-6,1.6947513662832164E-5
488.0,2.1605281523386077E-7,2.7647320699609417E-6,1.5247445536723628E-6,6.0663832902396736E-5,9.059419102094091E-6,1.694113205636381E-5
491.0,2.091551005931013E-7,2.727016769472916E-6,1.501610547497637E-6,6.050289650338754E-5,9.088374529824023E-6,1.6932509240377233E-5
495.0,1.9987431883559723E-7,2.677465203960145E-6,1.471324259445634E-6,6.028844134626347E-5,9.126902600457014E-6,1.6917475459844853E-5
498.0,1.9457430705152327E-7,2.6408715955923403E-6,1.4489858888441014E-6,6.0127690710777536E-5,9.155485879420065E-6,1.6903510157868333E-5
501.0,1.8934733317249434E-7,2.604750119942811E-6,1.4269675003352816E-6,5.996705040845839E-5,9.18352671984134E-6,1.6887193889999033E-5
504.0,1.837468887823561E-7,2.569081021044747E-6,1.405279493018762E-6,5.9806500424113257E-5,9.210786200981648E-6,1.686856107029251E-5
507.0,1.785130313476722E-7,2.533859825140246E-6,1.383911135031595E-6,5.964605119273518E-5,9.237211837664721E-6,1.6847852214472432E-5
510.0,1.7357386815834118E-7,2.4990854423746074E-6,1.362858194704219E-6,5.948570607652047E-5,9.262727000960822E-6,1.682520614542205E-5
513.0,1.687427460652233E-7,2.4647601992283E-6,1.3421104483832829E-6,5.932546580634243E-5,9.287112189197518E-6,1.680045025404008E-5
516.0,1.6411176267331469E-7,2.4308773717042724E-6,1.3216575364338563E-6,5.916532628258959E-5,9.310206607721604E-6,1.6773468851041145E-5
519.0,1.5987418701414244E-7,2.3974352461167053E-6,1.3014951945396964E-6,5.9005314949302066E-5,9.331904015414218E-6,1.6744284962249104E-5
522.0,1.5615534557692864E-7,2.3644057766869733E-6,1.2816403009542082E-6,5.8845447910344255E-5,9.352068183246632E-6,1.6712866729884277E-5
526.0,1.5137404290213608E-7,2.321006155929621E-6,1.2556276810483775E-6,5.863253002511918E-5,9.376286500545344E-6,1.666728635156192E-5
529.0,1.4820794590032012E-7,2.288920568575555E-6,1.2364664920986204E-6,5.847304058097782E-5,9.392276826536531E-6,1.6630401444311057E-5
532.0,1.448148010137187E-7,2.257251612598683E-6,1.2175788768201327E-6,5.8313741274129016E-5,9.406394574906126E-6,1.6591262190306566E-5
535.0,1.4078854138243536E-7,2.225984447047612E-6,1.1989730964099382E-6,5.815464485546368E-5,9.41858881418666E-6,1.6549933857770922E-5
538.0,1.3700219616727124E-7,2.195114222074002E-6,1.1806419901609026E-6,5.799578591228811E-5,9.428838704057524E-6,1.6506518661287785E-5
541.0,1.3340628064624144E-7,2.164641382165409E-6,1.1625783815205597E-6,5.783717752787294E-5,9.437134827612104E-6,1.6461165401631224E-5
544.0,1.299897963515565E-7,2.134568697234757E-6,1.1447745176755992E-6,5.7678796384258756E-5,9.443501545433046E-6,1.641405219255935E-5
547.0,1.2698611244542832E-7,2.1048801084566907E-6,1.127237245052079E-6,5.752067077634683E-5,9.44796726779701E-6,1.6365318612180676E-5
550.0,1.2354387257328357E-7,2.0755617582773945E-6,1.1099662547296316E-6,5.736281153697561E-5,9.450519840496288E-6,1.6315074051391984E-5
554.0,1.1965543462055196E-7,2.0370500719561844E-6,1.0873460397175049E-6,5.7152773029744516E-5,9.450897299415194E-6,1.624591896809116E-5
557.0,1.171777145178847E-7,2.008616979528204E-6,1.0706574514831356E-6,5.699559260255082E-5,9.449017631629997E-6,1.6192530623268584E-5
560.0,1.1471628953475574E-7,1.98054689743902E-6,1.0542257478587035E-6,5.683868133777446E-5,9.445413252779316E-6,1.6137907886133563E-5
563.0,1.1256110331929549E-7,1.95283991514997E-6,1.0380462763946612E-6,5.668205199845974E-5,9.440232146253397E-6,1.6082094620580058E-5
566.0,1.1071809798663428E-7,1.9255070011780234E-6,1.0220986664684314E-6,5.65257165549013E-5,9.433198913249032E-6,1.6025077055230767E-5
569.0,1.0907714306575606E-7,1.898538574372065E-6,1.0063852352895158E-6,5.6369686955723787E-5,9.424352480179848E-6,1.5966839918721453E-5
572.0,1.0754798314298142E-7,1.8719166208518832E-6,9.909154391847947E-7,5.6213979015377405E-5,9.413740766856582E-6,1.5907403292836394E-5
575.0,1.0585759911966288E-7,1.8456297053937928E-6,9.756928161767417E-7,5.605859716581004E-5,9.401422518773668E-6,1.5846810234631013E-5
578.0,1.04595671064193E-7,1.8196869477197325E-6,9.607022162520755E-7,5.590355806625693E-5,9.387462161015409E-6,1.578512538752395E-5
582.0,1.032679740172506E-7,1.7856413439934312E-6,9.410619703895463E-7,5.569738904014363E-5,9.366371114965911E-6,1.5701313057087273E-5
585.0,1.018140040028362E-7,1.7604982287123548E-6,9.265961901387479E-7,5.5543179960882716E-5,9.3488189716997E-6,1.5637384538085733E-5
588.0,1.0009352854951997E-7,1.7356896417312715E-6,9.123480963251069E-7,5.538934134038554E-5,9.329867080512386E-6,1.557262682923796E-5
591.0,9.830451036325005E-8,1.7112202964114432E-6,8.983130603331068E-7,5.523588024149515E-5,9.309565349767286E-6,1.550711188501917E-5
594.0,9.68308539899516E-8,1.6870750318318777E-6,8.844952550161306E-7,5.508280035265726E-5,9.287943348370083E-6,1.5440903011111607E-5
597.0,9.577958791664058E-8,1.6632607483528868E-6,8.708835936345179E-7,5.4930110388030196E-5,9.265071734865422E-6,1.537406338084058E-5
600.0,9.467825668991336E-8,1.639768158301927E-6,8.574795453813307E-7,5.4777817159002906E-5,9.241003847658246E-6,1.5306654020858008E-5
603.0,9.416988724035702E-8,1.6165943785659186E-6,8.442841594275815E-7,5.46259290732734E-5,9.215821245114198E-6,1.523873096382792E-5
