"Time","Total Kinetic Energy (integral of KE density) Monitor - Time: Total Kinetic Energy (integral of KE density) Monitor - Time (kg-m^5/s^2)"
0.02,9.883109538636463
0.04,9.881811236020967
0.06,9.880704129437369
0.08,9.879608919233121
0.1,9.87849270240255
0.12000000000000001,9.877346263328878
0.14,9.876159739771744
0.16,9.874932697409218
0.18,9.873667390958069
0.19999999999999998,9.872365861090932
0.21999999999999997,9.871029029931597
0.23999999999999996,9.869657453024754
0.25999999999999995,9.868251688676661
0.27999999999999997,9.86681571069003
0.3,9.865342424436324
0.32,9.863834931666169
0.34,9.862294259264118
0.36000000000000004,9.86071662181553
0.38000000000000006,9.85910410747052
0.4000000000000001,9.857454351466371
0.4200000000000001,9.855766218834438
0.4400000000000001,9.854042051078622
0.46000000000000013,9.852281424885113
0.48000000000000015,9.8504915149475
0.5000000000000001,9.848662009585485
0.5200000000000001,9.846803409632011
0.5400000000000001,9.844909235123854
0.5600000000000002,9.842984949227786
0.5800000000000002,9.841031149725314
0.6000000000000002,9.839050984990132
0.6200000000000002,9.83704547510783
0.6400000000000002,9.835012140331129
0.6600000000000003,9.83295196906646
0.6800000000000003,9.830865432185522
0.7000000000000003,9.828754340017971
0.7200000000000003,9.826618557783995
0.7400000000000003,9.824457214789955
0.7600000000000003,9.822270103686225
0.7800000000000004,9.820055229474235
0.8000000000000004,9.817820573606788
0.8200000000000004,9.815558863185732
0.8400000000000004,9.813276886025855
0.8600000000000004,9.810969275444956
0.8800000000000004,9.808642552782311
0.9000000000000005,9.806290580501196
0.9200000000000005,9.803916574133556
0.9400000000000005,9.80152418124263
0.9600000000000005,9.799107404471513
0.9800000000000005,9.796672601160555
1.0000000000000004,9.794216957344378
1.0200000000000005,9.79174084383098
1.0400000000000005,9.789245297269442
1.0600000000000005,9.786730668741782
1.0800000000000005,9.784197479932445
1.1000000000000005,9.781646397723923
1.1200000000000006,9.779077317834943
1.1400000000000006,9.776491087691372
1.1600000000000006,9.773886383959965
1.1800000000000006,9.771266486069235
1.2000000000000006,9.768631523055305
1.2200000000000006,9.765981094345815
1.2400000000000007,9.76331552892361
1.2600000000000007,9.760635405647697
1.2800000000000007,9.75794089820829
1.3000000000000007,9.755232457310838
1.3200000000000007,9.752510103632748
1.3400000000000007,9.749774385715984
1.3600000000000008,9.747025383092081
1.3800000000000008,9.744263902114376
1.4000000000000008,9.741490401616458
1.4200000000000008,9.738705419685274
1.4400000000000008,9.735908719450846
1.4600000000000009,9.733100201430428
1.4800000000000009,9.73028019619515
1.5000000000000009,9.727450760363805
1.520000000000001,9.72461069344322
1.540000000000001,9.72175937033243
1.560000000000001,9.718897487631862
1.580000000000001,9.716025215094996
1.600000000000001,9.713143133230883
1.620000000000001,9.710251391359535
1.640000000000001,9.707350217116367
1.660000000000001,9.704439770741594
1.680000000000001,9.701520286018088
1.700000000000001,9.69859194899953
1.720000000000001,9.695655052760744
1.740000000000001,9.692710643290942
1.7600000000000011,9.68975876655531
1.7800000000000011,9.686798720129115
1.8000000000000012,9.683830706375327
1.8200000000000012,9.680855222060758
1.8400000000000012,9.677872413349993
1.8600000000000012,9.674882387007662
1.8800000000000012,9.67188536487659
1.9000000000000012,9.668881458844398
1.9200000000000013,9.665871082277622
1.9400000000000013,9.662854177346187
1.9600000000000013,9.65983101829478
1.9800000000000013,9.656801947349546
2.0000000000000013,9.653767111088076
2.0200000000000014,9.650726666446044
2.0400000000000014,9.647680741177094
2.0600000000000014,9.644629537881634
2.0800000000000014,9.641573165815625
2.1000000000000014,9.638511608087978
2.1200000000000014,9.635445322707291
2.1400000000000015,9.632374710022505
2.1600000000000015,9.629299567649365
2.1800000000000015,9.626219973376266
2.2000000000000015,9.623136203568475
2.2200000000000015,9.620048468519766
2.2400000000000015,9.616956852379694
2.2600000000000016,9.613861491652864
2.2800000000000016,9.61076255079036
2.3000000000000016,9.60766014553407
2.3200000000000016,9.604554465893077
2.3400000000000016,9.601445686005645
2.3600000000000017,9.598333736235292
2.3800000000000017,9.59521895575402
2.4000000000000017,9.59210162083492
2.4200000000000017,9.588981771237993
2.4400000000000017,9.585859311947392
2.4600000000000017,9.582734463859055
2.4800000000000018,9.579607688878179
2.5000000000000018,9.57647904958556
2.520000000000002,9.57334858830197
2.540000000000002,9.570216445543606
2.560000000000002,9.567082596264168
2.580000000000002,9.563947173519857
2.600000000000002,9.560810247867483
2.620000000000002,9.557671940012739
2.640000000000002,9.554532489651576
2.660000000000002,9.551392424097084
2.680000000000002,9.548251151517206
2.700000000000002,9.54510877746589
2.720000000000002,9.541964537683263
2.740000000000002,9.53881848918543
2.760000000000002,9.535670965533214
2.780000000000002,9.532521843610283
2.800000000000002,9.529372340945486
2.820000000000002,9.526221842166919
2.840000000000002,9.523070842462936
2.860000000000002,9.519919911863148
2.880000000000002,9.516769299377403
2.900000000000002,9.513619260648717
2.920000000000002,9.510469565912395
2.940000000000002,9.507319935052074
2.960000000000002,9.504170288015017
2.980000000000002,9.50102125323238
3.000000000000002,9.497872625122957
3.0200000000000022,9.494725073760144
3.0400000000000023,9.491578395206217
3.0600000000000023,9.488432607486107
3.0800000000000023,9.485287683899182
3.1000000000000023,9.482143728931794
3.1200000000000023,9.479000903208751
3.1400000000000023,9.475859236599662
3.1600000000000024,9.472717848779611
3.1800000000000024,9.469577328469946
3.2000000000000024,9.46643842297267
3.2200000000000024,9.463301327088342
3.2400000000000024,9.460165913189137
3.2600000000000025,9.45703160081472
3.2800000000000025,9.453898356948667
3.3000000000000025,9.450766326376069
3.3200000000000025,9.447635582697831
