"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual"
1.0,1.0,1.0,1.0
23.0,0.011186997606542048,0.010215064402569562,0.01002555681039209
45.0,1.4328997115863084E-4,1.1768454900593156E-4,1.117659569215774E-4
68.0,0.1241529471800786,0.10639144557093809,0.1319955192375972
90.0,0.001979900590879975,0.001740058241699502,0.002029121232470028
112.0,3.438565543478634E-5,3.387731573830698E-5,4.049615221119579E-5
135.0,0.0281634828154213,0.021694358130850844,0.024181949697749977
157.0,4.475577114647779E-4,4.070407161617968E-4,4.7311480547049527E-4
179.0,8.256663728606268E-6,7.846292819034273E-6,9.338605835976475E-6
202.0,6.378725383086925E-4,5.824966433029224E-4,3.2483075716081654E-4
224.0,1.2442899939407922E-5,8.054459546593866E-6,4.7155977327193224E-6
246.0,0.0013329238235736333,0.0010424836716649082,5.991514347283635E-4
269.0,1.7317278679077292E-5,1.1904597909637106E-5,6.889851274980045E-6
291.0,0.0018067241155004998,0.001537448913577141,8.559401758022755E-4
313.0,2.7233063157205433E-5,2.1395924025281482E-5,1.2197188181688103E-5
336.0,0.002849162200543626,0.0022703508410614292,0.0012530596599101265
358.0,3.871720064044263E-5,3.163268157795258E-5,1.7872920977634787E-5
380.0,0.005092307103510097,0.00487450012221751,0.004750436347247803
403.0,5.510281965384189E-5,4.68165734146995E-5,2.649707400279346E-5
425.0,0.005116100455528132,0.05220207766481743,0.08748082613764628
447.0,9.907988997996786E-5,8.435436052383945E-5,4.761021159254956E-5
470.0,3.932218402984047E-5,1.7852117053827436E-6,2.425910558013312E-6
492.0,1.750778459905122E-4,1.5112415385089693E-4,8.455510986936368E-5
515.0,3.0016136011488604E-6,1.7110892882095952E-6,1.008682439623465E-6
537.0,3.335666272463256E-4,2.681605056062342E-4,1.4904390855597472E-4
559.0,6.004479786208359E-6,3.70116547798555E-6,2.163051616838061E-6
582.0,7.240773042425716E-4,5.817014010017364E-4,3.2355130135914304E-4
604.0,1.1834081618826253E-5,8.045872908487341E-6,4.658709913995766E-6
626.0,0.0020627413916775154,0.0015356842153336273,8.510599307119588E-4
649.0,2.5275572056550243E-5,1.755128967108205E-5,9.99310127470629E-6
671.0,0.005065969673903399,0.0034188670801821894,0.002046896307929392
693.0,6.805566552074096E-5,4.668684107555782E-5,2.639878040316172E-5
716.0,0.0052327359668576665,0.05220938265307244,0.08747876697258104
738.0,1.9700261922508147E-4,8.38615563650091E-5,5.229251289562451E-5
760.0,2.6348697296691265E-6,1.154793527825756E-6,6.988306698244279E-7
783.0,3.459997476576003E-4,1.8143239424159855E-4,1.0060755335957662E-4
805.0,4.946516727396812E-6,2.52872580026144E-6,1.4819244683137522E-6
827.0,5.446007865830607E-4,3.939810173633368E-4,2.2075435166021476E-4
850.0,7.955098251275687E-6,4.466015853844903E-6,2.6233338594447584E-6
872.0,0.001454136194258745,8.555815546916293E-4,4.790288805647804E-4
894.0,2.0817072065482505E-5,1.1850006742148923E-5,6.850989349703594E-6
917.0,0.002293311348149214,0.0015293136797779536,8.542739420836885E-4
939.0,3.5988787882307995E-5,2.1137825589644162E-5,1.2239759225815708E-5
961.0,0.005967578009848799,0.004878473919497569,0.004756598150697208
984.0,8.488029079154834E-5,4.6208453474283476E-5,2.6230045852353308E-5
1006.0,0.01716652251399837,0.23423114902380882,0.3958042321635189
1029.0,1.5587179478624162E-4,8.223523044573221E-5,4.700951088200484E-5
1051.0,3.3272196649198416E-6,1.1254957652568022E-6,6.878871118039367E-7
1073.0,4.3254420569055984E-4,2.1611475343796783E-4,1.232621864844275E-4
1096.0,7.349252410565511E-6,2.441604183547161E-6,1.499894796738902E-6
1118.0,9.076877895602808E-4,3.86747302625886E-4,2.2300131697445828E-4
1140.0,1.730607921242059E-5,5.323670868963842E-6,3.274387616433773E-6
1163.0,0.0013637566775516706,6.953243089182411E-4,3.9232751778772035E-4
1185.0,2.155390061274783E-5,9.570404108672203E-6,5.629969829616597E-6
1207.0,0.0039459754089122305,0.0015173796642597229,8.645122561045036E-4
1230.0,4.346574365805286E-5,1.702700579385017E-5,9.760583351575998E-6
1252.0,0.007766185891526697,0.004855143441408594,0.00476329876724149
1274.0,1.0047938927819214E-4,5.580842039723094E-5,3.2134591460419176E-5
1297.0,0.021043935053626846,0.23443264716830836,0.3959757484951553
1319.0,1.6384690471041698E-4,1.0049009088859481E-4,5.699213648801436E-5
1341.0,3.527963396001596E-6,1.3703443462323403E-6,8.372322808002938E-7
1364.0,3.3832639584548477E-4,2.1810730532277153E-4,1.2279056315242718E-4
1386.0,6.645178256122983E-6,3.0020022891404384E-6,1.7891889703576067E-6
1408.0,8.330797752555537E-4,5.782762602683855E-4,3.222877623310832E-4
1431.0,1.224444499615096E-5,6.597115801949115E-6,3.854640766547994E-6
1453.0,0.002289119459274247,0.0015291673676826561,8.453158112349345E-4
1476.0,2.864432049934626E-5,1.7558516037900664E-5,9.950838498343708E-6
1498.0,0.0060667643925806135,0.004871773771149327,0.004771777529252475
1520.0,8.130346346270431E-5,5.651052193354146E-5,3.166621869112401E-5
1543.0,1.5449294945646174E-6,6.452486351560527E-7,3.8093082219816916E-7
1565.0,1.9438678325226814E-4,1.2268504791826046E-4,6.843569751046557E-5
1587.0,3.864137022461204E-6,1.6949498178799987E-6,9.877684514959786E-7
1610.0,4.7084502589546184E-4,3.232985352723236E-4,1.7895105007671667E-4
