"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual"
1.0,1.0,1.0,1.0
16.0,0.04371386153229348,0.0480897193461096,0.04682297104919217
31.0,0.0017885982575993838,0.002837308173255634,0.002689406486730512
46.0,8.532432356388783E-5,1.715384240967376E-4,1.5377201480359505E-4
61.0,4.6963590214603175E-6,1.0967780808485056E-5,8.877672715176216E-6
76.0,0.6893377182450657,0.31514972585587325,0.31868455398131845
91.0,0.02914382706279166,0.016247977112370006,0.01646392748784488
106.0,0.0010908544761627922,8.98647214998817E-4,9.596035659004864E-4
121.0,4.4137288253512627E-5,5.7052233139753795E-5,6.769256490571747E-5
136.0,1.8322354724001205E-6,3.789976827473602E-6,4.460724990131612E-6
151.0,0.1526682333813792,0.07790313570822668,0.07771071716363717
166.0,0.0062259836918075375,0.003615466512313139,0.00366492933642707
181.0,2.3130342483504142E-4,2.050609465570857E-4,2.1967701150600572E-4
196.0,9.777049063088302E-6,1.2972810738575377E-5,1.549252405028155E-5
211.0,5.926147900680762E-7,8.671368344450681E-7,1.0519662509578096E-6
226.0,0.002005734160474116,0.002058621529923421,0.0018771638873187862
241.0,6.959225021693382E-5,1.097542347523817E-4,9.58109467396862E-5
256.0,3.662017813139478E-6,6.570110079005482E-6,5.313868097674124E-6
271.0,0.0040729444656386424,0.003730001474811671,0.0034465124097952243
286.0,1.2560377612926997E-4,1.954551708584188E-4,1.7440246788374766E-4
301.0,6.244263857931079E-6,1.1676238081428226E-5,9.782596392184079E-6
316.0,0.007786079965890996,0.019730284216017052,0.023634084087125924
332.0,2.3796713176825015E-4,2.7692893613366827E-4,2.4792880414381855E-4
347.0,1.092517604591178E-5,1.601757509270294E-5,1.3312304553585602E-5
362.0,0.005445063493039614,0.09317773817832438,0.11017203497045285
377.0,3.5052205438357466E-4,4.15756526968555E-4,3.547893806414907E-4
392.0,1.56107520614263E-5,2.3567008406514115E-5,2.0049897604674108E-5
407.0,8.213772347036085E-7,1.4431004699195622E-6,1.099455601539983E-6
422.0,5.071245294425233E-4,6.10792486402105E-4,5.354677760350078E-4
437.0,2.2827984448928592E-5,3.394787942316838E-5,2.884345094333259E-5
452.0,1.2503613125155663E-6,2.120233663328841E-6,1.607441852879482E-6
467.0,8.97587520769518E-4,0.001089341676658871,9.581376872713487E-4
