"Time","Total Kinetic Energy (integral of KE density) Monitor - Time: Total Kinetic Energy (integral of KE density) Monitor - Time (m^5/s^2)"
0.02,9.868761998325377
0.04,9.86798557724008
0.06,9.867151685562082
0.08,9.866317092409794
0.1,9.86548812980985
0.12000000000000001,9.86466467100167
0.14,9.863836610501107
0.16,9.863002859041375
0.18,9.862162574784332
0.19999999999999998,9.861322169128936
0.21999999999999997,9.860478692772924
0.23999999999999996,9.859628188711866
0.25999999999999995,9.858773531958215
0.27999999999999997,9.857915050694825
0.3,9.857051811931768
0.32,9.85618360625184
0.34,9.85531041314357
0.36000000000000004,9.854432159343805
0.38000000000000006,9.85354894725218
0.4000000000000001,9.852662652099243
0.4200000000000001,9.851772990027111
0.4400000000000001,9.850879172066463
0.46000000000000013,9.849981247373824
0.48000000000000015,9.849079375195924
0.5000000000000001,9.848173957111097
0.5200000000000001,9.847264779152335
0.5400000000000001,9.846351527283495
0.5600000000000002,9.845433995556977
0.5800000000000002,9.844513040980635
0.6000000000000002,9.843588416376022
0.6200000000000002,9.842660197008998
0.6400000000000002,9.841728376380507
0.6600000000000003,9.840793230363676
0.6800000000000003,9.83985496499801
0.7000000000000003,9.838913769411372
0.7200000000000003,9.837969476400216
0.7400000000000003,9.837021921781838
0.7600000000000003,9.836071392712855
0.7800000000000004,9.835118243467608
0.8000000000000004,9.83416228281974
0.8200000000000004,9.833203838229402
0.8400000000000004,9.832242775533667
0.8600000000000004,9.831278925978696
0.8800000000000004,9.8303124151652
0.9000000000000005,9.82934324863412
0.9200000000000005,9.828371583350178
0.9400000000000005,9.827397373642576
0.9600000000000005,9.826420749544017
0.9800000000000005,9.825441874878793
1.0000000000000004,9.824460785442861
1.0200000000000005,9.823477494391756
1.0400000000000005,9.822492048373668
1.0600000000000005,9.821504517116855
1.0800000000000005,9.820514948617301
1.1000000000000005,9.819523364939508
1.1200000000000006,9.818529848937654
1.1400000000000006,9.817534443573305
1.1600000000000006,9.816537237705344
1.1800000000000006,9.815538230648459
1.2000000000000006,9.814537516450413
1.2200000000000006,9.81353518023918
1.2400000000000007,9.812531275194697
1.2600000000000007,9.81152584137536
1.2800000000000007,9.810518926638753
1.3000000000000007,9.809510600048485
1.3200000000000007,9.808500977445867
1.3400000000000007,9.807490095080649
1.3600000000000008,9.806477370961732
1.3800000000000008,9.80546349247575
1.4000000000000008,9.80444816431292
1.4200000000000008,9.803431947202053
1.4400000000000008,9.802414128193108
1.4600000000000009,9.801395054880981
1.4800000000000009,9.800374978283859
1.5000000000000009,9.799353603216588
1.520000000000001,9.798331183281487
1.540000000000001,9.797307651215679
1.560000000000001,9.796283063195435
1.580000000000001,9.795257473717369
1.600000000000001,9.794230942261382
1.620000000000001,9.79320357073037
1.640000000000001,9.792175250548244
1.660000000000001,9.791146122715105
1.680000000000001,9.790116122232742
1.700000000000001,9.7890852544456
1.720000000000001,9.788053290368785
1.740000000000001,9.787020493192305
1.7600000000000011,9.785986969617234
1.7800000000000011,9.784952676422344
1.8000000000000012,9.78391757827849
1.8200000000000012,9.782881708329247
1.8400000000000012,9.781845115011649
1.8600000000000012,9.780807824855275
1.8800000000000012,9.779769856840028
1.9000000000000012,9.778731261791412
1.9200000000000013,9.777692241670035
1.9400000000000013,9.776652861312769
1.9600000000000013,9.775612612551921
1.9800000000000013,9.774571711501471
2.0000000000000013,9.773530079991932
2.0200000000000014,9.772487766547105
2.0400000000000014,9.771445079494049
2.0600000000000014,9.77040196110352
2.0800000000000014,9.769358320659972
2.1000000000000014,9.768314188898358
2.1200000000000014,9.767269625505595
2.1400000000000015,9.766224654683997
2.1600000000000015,9.76517929159455
2.1800000000000015,9.764133517368323
2.2000000000000015,9.763087382158211
2.2200000000000015,9.762040908742613
2.2400000000000015,9.760994113228541
2.2600000000000016,9.759947012935484
2.2800000000000016,9.758899627659057
2.3000000000000016,9.757851974919113
2.3200000000000016,9.756804067363754
2.3400000000000016,9.755755916983922
2.3600000000000017,9.754707539465057
2.3800000000000017,9.75365892954501
2.4000000000000017,9.75261005514509
2.4200000000000017,9.751560916350103
2.4400000000000017,9.750511513275061
2.4600000000000017,9.749461855269406
2.4800000000000018,9.74841195511226
2.5000000000000018,9.747361827139098
2.520000000000002,9.746311487407782
2.540000000000002,9.745260951468001
2.560000000000002,9.744210234459459
2.580000000000002,9.743159347388637
2.600000000000002,9.742108298106734
2.620000000000002,9.741057087587812
2.640000000000002,9.74000573602735
2.660000000000002,9.738954225778604
2.680000000000002,9.737902560966841
2.700000000000002,9.736850767646066
2.720000000000002,9.735798877136032
2.740000000000002,9.734746928965325
2.760000000000002,9.733694953748259
2.780000000000002,9.732642974335853
2.800000000000002,9.731591021450836
2.820000000000002,9.730539121559099
2.840000000000002,9.729487299138134
2.860000000000002,9.72843556658208
2.880000000000002,9.727383905972802
2.900000000000002,9.72633232471772
2.920000000000002,9.725280813254683
2.940000000000002,9.724229343030181
2.960000000000002,9.72317791124028
2.980000000000002,9.722126506820278
3.000000000000002,9.721075126260743
3.0200000000000022,9.720023772562545
3.0400000000000023,9.718972452963746
3.0600000000000023,9.7179211745305
3.0800000000000023,9.716869891569193
3.1000000000000023,9.715818668451206
3.1200000000000023,9.714767510684407
3.1400000000000023,9.713716411783997
3.1600000000000024,9.712665378302551
3.1800000000000024,9.71161440277351
3.2000000000000024,9.710563478831277
3.2200000000000024,9.709512609648572
3.2400000000000024,9.708461796068836
3.2600000000000025,9.707411038437288
3.2800000000000025,9.706360341918062
3.3000000000000025,9.705309711098263
3.3200000000000025,9.70425915101999
