"Time","Total Kinetic Energy (integral of KE density) Monitor - Time: Total Kinetic Energy (integral of KE density) Monitor - Time (kg-m^5/s^2)"
0.02,9.846147767761533
0.04,9.808200547766248
0.06,9.770754581119672
0.08,9.733584913776156
0.1,9.696639521143034
0.12000000000000001,9.659898308476528
0.14,9.623349049286563
0.16,9.586987855535334
0.18,9.55081211695228
0.19999999999999998,9.514819050843219
0.21999999999999997,9.479007755334765
0.23999999999999996,9.44337670625398
0.25999999999999995,9.407922892026157
0.27999999999999997,9.372648103040483
0.3,9.337550172048402
0.32,9.30262748907652
0.34,9.267879463305762
0.36000000000000004,9.233305819174625
0.38000000000000006,9.19890328397502
0.4000000000000001,9.164669897937088
0.4200000000000001,9.130605504972124
0.4400000000000001,9.096706802492456
0.46000000000000013,9.062973464432044
0.48000000000000015,9.029406363281336
0.5000000000000001,8.996003384573438
0.5200000000000001,8.962762714754914
0.5400000000000001,8.929683772818766
0.5600000000000002,8.89676565873355
0.5800000000000002,8.86400687977877
0.6000000000000002,8.831406896224578
0.6200000000000002,8.79896466290678
0.6400000000000002,8.766679486174702
0.6600000000000003,8.734550668406309
0.6800000000000003,8.702577301545375
0.7000000000000003,8.670758688545202
0.7200000000000003,8.639094117137798
0.7400000000000003,8.607582513404914
0.7600000000000003,8.57622332064639
0.7800000000000004,8.54501560770753
0.8000000000000004,8.513958781431098
0.8200000000000004,8.483052292124215
0.8400000000000004,8.452295192492809
0.8600000000000004,8.421687030708341
0.8800000000000004,8.391227184353136
0.9000000000000005,8.360914973363286
0.9200000000000005,8.330749749349707
0.9400000000000005,8.300730874423836
0.9600000000000005,8.270857703675967
0.9800000000000005,8.241129599563013
1.0000000000000004,8.211546006133414
1.0200000000000005,8.182106407578681
1.0400000000000005,8.152810081969871
1.0600000000000005,8.123656214892488
1.0800000000000005,8.09464426856983
1.1000000000000005,8.065773641321433
1.1200000000000006,8.037043747097973
1.1400000000000006,8.008453941105032
1.1600000000000006,7.980003596616838
1.1800000000000006,7.9516920839049225
1.2000000000000006,7.923518825299098
1.2200000000000006,7.895483118326357
1.2400000000000007,7.867584352932768
1.2600000000000007,7.839821949011753
1.2800000000000007,7.812195152626748
1.3000000000000007,7.784703343046211
1.3200000000000007,7.757345969352565
1.3400000000000007,7.730122395185413
1.3600000000000008,7.70303195235868
1.3800000000000008,7.6760740479615635
1.4000000000000008,7.649248058458693
1.4200000000000008,7.622553312465136
1.4400000000000008,7.595989216116108
1.4600000000000009,7.569555110397447
1.4800000000000009,7.543250307141227
1.5000000000000009,7.517074163483397
1.520000000000001,7.491026043903462
1.540000000000001,7.465105324759699
1.560000000000001,7.439311317868986
1.580000000000001,7.413643386492518
1.600000000000001,7.38810091399041
1.620000000000001,7.362683227932288
1.640000000000001,7.337389699242123
1.660000000000001,7.312219634219407
1.680000000000001,7.287172350882129
1.700000000000001,7.262247224591282
1.720000000000001,7.237443633963201
1.740000000000001,7.212760897432784
1.7600000000000011,7.18819857067947
1.7800000000000011,7.163756341109487
1.8000000000000012,7.139432661333067
1.8200000000000012,7.115228830247392
1.8400000000000012,7.091142355281321
1.8600000000000012,7.06717205110845
1.8800000000000012,7.043318434003111
1.9000000000000012,7.01958127306544
