"Time","L2 Error Monitor: L2 Error Monitor"
0.01,0.38316236582494945
0.02,0.382738707436926
0.03,0.38233243912662257
0.04,0.3819365077050709
0.05,0.3815489928881359
0.060000000000000005,0.3811690455109099
0.07,0.38079599611061404
0.08,0.38042935971143294
0.09,0.3800687577911788
0.09999999999999999,0.37971386188060346
0.10999999999999999,0.379364168177359
0.11999999999999998,0.3790195538198537
0.12999999999999998,0.37867978161895915
0.13999999999999999,0.3783446148071898
0.15,0.37801379020377224
0.16,0.37768703632970857
0.17,0.3773643169088317
0.18000000000000002,0.3770454985355544
0.19000000000000003,0.37673060613829834
0.20000000000000004,0.3764193928887779
0.21000000000000005,0.37611169858351695
0.22000000000000006,0.3758074093748874
0.23000000000000007,0.3755064100861643
0.24000000000000007,0.37520862001395877
0.25000000000000006,0.37491396008938693
0.26000000000000006,0.3746223456405182
0.2700000000000001,0.37433368814727097
0.2800000000000001,0.37404789041876024
0.2900000000000001,0.3737648584156466
0.3000000000000001,0.37348461329456994
0.3100000000000001,0.37320708922878576
0.3200000000000001,0.3729322227444182
0.3300000000000001,0.3726599621502743
0.34000000000000014,0.3723903548699844
0.35000000000000014,0.3721232916692957
0.36000000000000015,0.3718584947096769
0.37000000000000016,0.3715959119598501
0.38000000000000017,0.3713355142755811
0.3900000000000002,0.3710772538441832
0.4000000000000002,0.3708210924742865
0.4100000000000002,0.37056692392357404
0.4200000000000002,0.3703147853331419
0.4300000000000002,0.37006465637534675
0.4400000000000002,0.36981651206249117
0.45000000000000023,0.36957032813637836
0.46000000000000024,0.36932607182163324
0.47000000000000025,0.3690837143130903
0.48000000000000026,0.368843242654639
0.49000000000000027,0.3686046352989755
0.5000000000000002,0.3683678693413637
0.5100000000000002,0.36813292024041455
0.5200000000000002,0.3678997753636464
0.5300000000000002,0.3676684259068227
0.5400000000000003,0.3674388623973745
0.5500000000000003,0.36721106131053133
0.5600000000000003,0.3669849899833956
0.5700000000000003,0.36676049881830086
0.5800000000000003,0.3665372665295216
0.5900000000000003,0.36631578539051335
0.6000000000000003,0.36609605440407156
0.6100000000000003,0.36587806917251675
0.6200000000000003,0.3656617940851959
0.6300000000000003,0.3654472189286026
0.6400000000000003,0.36523440683227126
0.6500000000000004,0.36502340753175483
0.6600000000000004,0.3648140923095437
0.6700000000000004,0.364606434206193
0.6800000000000004,0.36440042796220606
0.6900000000000004,0.36419607009212207
0.7000000000000004,0.36399334839426106
0.7100000000000004,0.36379205984506485
0.7200000000000004,0.36359211597724916
0.7300000000000004,0.3633939209909116
0.7400000000000004,0.36319748495598353
0.7500000000000004,0.36300280536345486
0.7600000000000005,0.3628099301294755
0.7700000000000005,0.3626188365275054
0.7800000000000005,0.3624294618419528
0.7900000000000005,0.3622417905777474
0.8000000000000005,0.36205580701415474
0.8100000000000005,0.3618714886491666
0.8200000000000005,0.3616887162159387
0.8300000000000005,0.3615075661266764
0.8400000000000005,0.36132802160883715
0.8500000000000005,0.3611500659515574
0.8600000000000005,0.3609736830051309
0.8700000000000006,0.3607988636653609
0.8800000000000006,0.3606255472894959
0.8900000000000006,0.36045370597486914
0.9000000000000006,0.3602833114101261
0.9100000000000006,0.36011434790360514
0.9200000000000006,0.35994680194064904
0.9300000000000006,0.3597806617807545
0.9400000000000006,0.3596159122649416
0.9500000000000006,0.35945251214109025
0.9600000000000006,0.3592904544166408
0.9700000000000006,0.35912964230990985
0.9800000000000006,0.35897002189400073
0.9900000000000007,0.35881156783496615
1.0000000000000007,0.35865426305775366
1.0100000000000007,0.35849798530137944
1.0200000000000007,0.35834268295556265
1.0300000000000007,0.3581883339299512
1.0400000000000007,0.3580349233864393
1.0500000000000007,0.3578824373136736
1.0600000000000007,0.35773086896089473
1.0700000000000007,0.35758058844338525
1.0800000000000007,0.3574313254363585
1.0900000000000007,0.35728301567506204
1.1000000000000008,0.3571356392684263
1.1100000000000008,0.35698918686455966
1.1200000000000008,0.35684365133078716
1.1300000000000008,0.3566990631021293
1.1400000000000008,0.3565553891288794
1.1500000000000008,0.35641261925059414
1.1600000000000008,0.35627074504090284
1.1700000000000008,0.356129760365882
1.1800000000000008,0.3559896529565976
1.1900000000000008,0.35585041354562963
1.2000000000000008,0.355712042567938
1.2100000000000009,0.3555745184268222
1.2200000000000009,0.35543782687477005
1.2300000000000009,0.35530202763201174
1.2400000000000009,0.355167081922119
1.2500000000000009,0.3550328469555477
1.260000000000001,0.3548992774576644
1.270000000000001,0.3547663487718111
1.280000000000001,0.35463417525018165
1.290000000000001,0.35450272943899724
1.300000000000001,0.35437200465179214
1.310000000000001,0.3542419949674284
1.320000000000001,0.3541126951976647
1.330000000000001,0.3539841002262967
1.340000000000001,0.3538562005236826
1.350000000000001,0.35372898289215565
1.360000000000001,0.35360244478854685
1.370000000000001,0.35347658733253146
1.380000000000001,0.3533513993749646
1.390000000000001,0.35322687220731247
1.400000000000001,0.3531030016605047
1.410000000000001,0.35297978223749826
1.420000000000001,0.35285721018382876
1.430000000000001,0.3527352951753499
1.440000000000001,0.3526140175335326
1.450000000000001,0.35249337361791505
1.460000000000001,0.35237335881305737
1.470000000000001,0.3522539708921188
1.480000000000001,0.3521352070501582
1.490000000000001,0.3520170639793874
1.500000000000001,0.35189953839251337
1.5100000000000011,0.3517826270021259
1.5200000000000011,0.35166632632524625
1.5300000000000011,0.35155063313329415
1.5400000000000011,0.3514355613411434
1.5500000000000012,0.3513210909621969
1.5600000000000012,0.3512072024832219
1.5700000000000012,0.3510939002479988
1.5800000000000012,0.35098117662081707
1.5900000000000012,0.3508689823515648
1.6000000000000012,0.35075734758975924
1.6100000000000012,0.35064628456008523
1.6200000000000012,0.3505357911335012
1.6300000000000012,0.3504258664058786
1.6400000000000012,0.3503165045281922
1.6500000000000012,0.35020770518851035
1.6600000000000013,0.35009944798812076
1.6700000000000013,0.3499917476573302
1.6800000000000013,0.34988459610669226
1.6900000000000013,0.349777990501538
1.7000000000000013,0.3496719328634092
1.7100000000000013,0.3495664205532085
1.7200000000000013,0.3494614480172115
1.7300000000000013,0.3493570868552679
1.7400000000000013,0.34925330121172016
1.7500000000000013,0.34915007152112404
1.7600000000000013,0.34904739144128905
1.7700000000000014,0.3489452629710597
1.7800000000000014,0.3488436797156851
1.7900000000000014,0.3487426397336937
1.8000000000000014,0.34864213580996717
1.8100000000000014,0.3485421836484142
1.8200000000000014,0.348442786866
1.8300000000000014,0.34834396786114913
1.8400000000000014,0.3482457275391271
1.8500000000000014,0.3481480501641818
1.8600000000000014,0.3480508815750213
1.8700000000000014,0.3479542108901242
1.8800000000000014,0.3478580478577768
1.8900000000000015,0.347762406908577
1.9000000000000015,0.3476672811453158
1.9100000000000015,0.3475726661949216
1.9200000000000015,0.34747855888647083
1.9300000000000015,0.34738495300122424
1.9400000000000015,0.3472918230472072
1.9500000000000015,0.3471991372645298
1.9600000000000015,0.347106955440418
1.9700000000000015,0.34701527207301414
1.9800000000000015,0.34692408767834537
1.9900000000000015,0.3468333926547812
2.0000000000000013,0.34674317353446554
2.010000000000001,0.346653446809433
2.020000000000001,0.34656418879589856
2.0300000000000007,0.3464753837902911
2.0400000000000005,0.3463870352471732
2.0500000000000003,0.3462991411604137
2.06,0.3462117190269361
2.07,0.34612465654004193
2.0799999999999996,0.34603806392051856
2.0899999999999994,0.3459519534882376
2.099999999999999,0.34586632107999293
2.109999999999999,0.3457811682590295
2.1199999999999988,0.3456965426657671
2.1299999999999986,0.34561250399470167
2.1399999999999983,0.34552898788006925
2.149999999999998,0.3454459833763251
2.159999999999998,0.34536348003881456
2.1699999999999977,0.34528138024288324
2.1799999999999975,0.34519975691479526
2.1899999999999973,0.3451185631950951
2.199999999999997,0.3450378023842215
2.209999999999997,0.3449573488816262
2.2199999999999966,0.34487722824854716
2.2299999999999964,0.34479751286359867
2.239999999999996,0.3447182067542926
2.249999999999996,0.3446393082113016
2.259999999999996,0.3445608208929542
2.2699999999999956,0.3444827681125361
2.2799999999999954,0.3444051399106342
2.289999999999995,0.34432794124177557
2.299999999999995,0.34425116355857605
2.3099999999999947,0.3441747945009425
2.3199999999999945,0.3440988604467215
2.3299999999999943,0.3440233636158291
2.339999999999994,0.3439482887224517
2.349999999999994,0.3438736367968522
2.3599999999999937,0.3437993867276035
2.3699999999999934,0.3437255431156537
2.3799999999999932,0.343652102962846
2.389999999999993,0.343579053164511
2.399999999999993,0.34350641545201177
2.4099999999999926,0.3434341918793977
2.4199999999999924,0.3433623840020777
2.429999999999992,0.34329097254612384
2.439999999999992,0.34321997314234703
2.4499999999999917,0.3431493872814951
2.4599999999999915,0.34307921296604793
2.4699999999999913,0.3430094223520538
2.479999999999991,0.34294003209473356
2.489999999999991,0.3428710420945933
2.4999999999999907,0.3428024532119325
2.5099999999999905,0.34273426214365244
2.5199999999999902,0.3426664701146666
2.52999999999999,0.34259907487171254
2.53999999999999,0.3425320776806587
2.5499999999999896,0.3424654782409606
2.5599999999999894,0.34239927407562826
2.569999999999989,0.34233347272785414
2.579999999999989,0.34226807839788626
2.5899999999999888,0.34220311082088267
2.5999999999999885,0.3421385528041363
2.6099999999999883,0.342074402893691
2.619999999999988,0.3420106587175709
2.629999999999988,0.3419473180108268
2.6399999999999877,0.3418843776183019
2.6499999999999875,0.34182183885899076
2.6599999999999873,0.3417597057748068
2.669999999999987,0.3416979719390592
2.679999999999987,0.3416366339354915
2.6899999999999866,0.34157568576249275
2.6999999999999864,0.3415151181882198
2.709999999999986,0.34145500022020714
2.719999999999986,0.34139530595307316
2.7299999999999858,0.3413360188831658
2.7399999999999856,0.34127713767755474
2.7499999999999853,0.3412186599666288
2.759999999999985,0.34116057258975063
2.769999999999985,0.3411028791498343
2.7799999999999847,0.34104557662392443
2.7899999999999845,0.3409886635197969
2.7999999999999843,0.3409321293091929
2.809999999999984,0.34087598131908803
2.819999999999984,0.34082021763678433
2.8299999999999836,0.3407648364559464
2.8399999999999834,0.34070983547701034
2.849999999999983,0.34065521215036154
2.859999999999983,0.34060096430952763
2.869999999999983,0.3405470842825244
2.8799999999999826,0.34049355784363833
2.8899999999999824,0.3404404202645288
2.899999999999982,0.3403876610592687
2.909999999999982,0.3403352782220528
