"Plane Probe X: y+","Plane Probe X: k+","Plane Probe Z: y+","Plane Probe Z: k+"
796.2500000000003,1.0823133792611739,601.2500000000005,0.9077616759170148
796.2500000000005,1.0823144551641932,601.2500000000005,0.9077616651134243
698.7500000000006,0.9077655167974564,503.7500000000005,1.0823080903350055
796.2500000000003,1.082315247582605,601.2500000000005,0.9077616565255215
698.7500000000007,0.9077664585830935,503.7500000000005,1.0823080871039532
601.2500000000007,0.9077652893628471,406.25000000000045,1.4173994865506032
796.2500000000001,1.0823155539836793,308.7500000000005,1.8876111501714312
698.7500000000005,0.9077671216565993,601.2500000000005,0.907761662752115
601.2500000000008,0.9077662020807417,503.7500000000005,1.082308107543459
698.75,0.9077673884263122,406.25000000000045,1.4173994899711226
601.2500000000003,0.9077668180900736,308.7500000000005,1.8876106771691075
601.25,0.9077670731839561,211.2500000000006,2.522475302085857
32.500000000000014,3.3616423994613918,601.2500000000005,0.907761677125358
32.500000000000355,3.3616417062309143,503.7500000000005,1.0823081319278889
113.75000000000001,3.682814381668879,406.25000000000045,1.4173995379887918
32.500000000000675,3.3616412758315537,308.75000000000057,1.8876106839033622
113.75000000000068,3.6828137221533117,211.2500000000006,2.52247462190063
211.25000000000006,2.5224799585851696,113.75000000000061,3.682812604081111
32.50000000000064,3.361640437598392,601.2500000000005,0.9077616886089919
113.7500000000013,3.6828134271190236,503.7500000000005,1.0823081624827768
211.25000000000068,2.522479349567814,406.25000000000045,1.4173995917314903
308.75,1.8876186888634996,308.7500000000006,1.8876107927452979
113.75000000000122,3.6828126153268004,211.2500000000006,2.5224745718390196
211.25000000000122,2.522478776510832,113.75000000000061,3.6828116168587375
308.7500000000006,1.8876180682674581,32.500000000000334,3.3616425213506407
406.24999999999994,1.417407903075174,503.7500000000005,1.082308194616959
211.25000000000114,2.5224777193543892,406.25000000000045,1.4173996501948551
308.7500000000011,1.8876169647097965,308.75000000000057,1.8876109113561965
406.25000000000045,1.4174074698823407,211.25000000000065,2.5224746584117512
503.7500000000001,1.0823151635474753,113.75000000000061,3.6828117649505896
308.750000000001,1.8876155417244527,32.500000000000334,3.3616418707160314
406.250000000001,1.4174062312950615,406.25000000000045,1.4173997073320996
503.75000000000045,1.0823148410648222,308.75000000000057,1.8876110305696747
406.25000000000085,1.4174047018525744,211.25000000000065,2.522474766665212
503.75000000000097,1.0823140405425526,113.75000000000071,3.6828119027577535
503.7500000000008,1.082312709822021,32.500000000000334,3.361641943373979
698.7500000000006,0.9077646769328979,308.7500000000005,1.8876111430486273
601.2500000000005,0.907762267043043,211.25000000000063,2.522474886292432
698.7500000000005,0.9077638442015354,113.75000000000071,3.6828120269627806
601.2500000000006,0.9077643225800189,32.500000000000405,3.361642008949916
698.7500000000005,0.9077645370793422,211.2500000000006,2.52247500574369
698.7500000000005,0.9077643081543326,113.75000000000065,3.6828121597790258
503.7500000000007,1.0823089940323793,32.500000000000405,3.3616420683752932
601.2500000000006,0.9077630394013352,113.75000000000061,3.682812288468414
698.7500000000005,0.9077644675377557,32.50000000000037,3.3616421302502015
503.7500000000008,1.0823114650095909,32.500000000000334,3.361642190491265
601.2500000000006,0.9077641697038769,308.75000000000057,1.887611039520036
601.2500000000006,0.9077635913836267,211.25000000000063,2.5224752296155217
406.2500000000005,1.4174006941381236,308.7500000000005,1.88761099569331
503.7500000000007,1.0823099993154235,113.75000000000065,3.682812603311016
406.25000000000085,1.417403211520224,211.2500000000006,2.5224751545348147
601.2500000000006,0.907763942452962,32.50000000000037,3.3616425603459743
503.7500000000008,1.0823112909283124,113.75000000000058,3.6828125938596408
503.75000000000057,1.082310713232783,32.500000000000334,3.3616425273274806
406.2500000000005,1.4174018475284311,893.75,1.417404517793692
308.75000000000097,1.8876141455802775,893.7500000000001,1.4174044254594207
406.25000000000074,1.4174029999724393,796.2500000000002,1.0823116470442808
503.7500000000007,1.0823111349271897,893.7500000000001,1.4174043949929829
406.25000000000057,1.4174026388435346,796.2500000000002,1.0823115640329344
211.25000000000114,2.5224765988021645,698.7500000000005,0.9077629096867839
308.7500000000009,1.8876139521314665,893.7500000000001,1.4174043591372532
308.7500000000007,1.8876140002411468,796.2500000000002,1.082311527877131
406.25000000000074,1.4174029989795789,601.2500000000003,0.9077618280965586
113.75000000000118,3.682811558050916,698.7500000000005,0.907762865985497
211.25000000000105,2.5224765303669363,893.75,1.4174043369289324
211.25000000000082,2.5224771061053493,796.2500000000002,1.0823114897473234
308.7500000000008,1.8876141458975768,698.7500000000005,0.9077628207275642
32.500000000000604,3.3616391065796205,503.7500000000005,1.0823084693010665
113.75000000000111,3.6828117584195748,601.2500000000003,0.9077617990311591
113.75000000000094,3.6828125607605804,796.2500000000002,1.0823115315318061
211.2500000000009,2.522476951382265,796.2500000000002,1.082311462386291
32.50000000000057,3.361639437687617,698.7500000000005,0.9077627767569391
32.5000000000005,3.3616411257997894,601.2500000000005,0.907761769066569
113.75000000000101,3.6828121577884,406.25000000000045,1.4174001165663215
32.50000000000053,3.3616404205968156,503.7500000000005,1.0823083929433006
893.75,1.417407615339809,698.7500000000005,0.907762695234565
991.2499999999999,1.8876182049175383,796.2500000000002,1.082311458080609
893.7500000000001,1.4174072068814594,698.7500000000005,0.9077627367111369
1088.7499999999998,2.5224799991419964,601.2500000000005,0.9077617407479863
991.2500000000002,1.8876176631606885,503.7500000000005,1.0823083531665358
893.7500000000003,1.4174063105603278,308.75000000000057,1.8876117758742568
1186.2499999999998,3.682814822477525,406.25000000000045,1.4174000132074513
1088.75,2.522479465325081,698.7500000000005,0.9077627024675989
991.2500000000003,1.8876168603605983,601.2500000000005,0.9077617158590737
893.7500000000003,1.4174052377817763,503.7500000000005,1.0823083071277226
796.2500000000003,1.082312266848522,406.25000000000045,1.4173999555814276
1267.5000000000002,3.361640970989239,211.25000000000063,2.522475753244158
1186.2500000000002,3.682814232085504,308.75000000000057,1.8876116380711208
1088.7500000000002,2.5224787836983635,601.2500000000005,0.9077616953177284
991.2500000000002,1.887615984211332,503.7500000000005,1.0823082628110527
893.7500000000001,1.4174045158516395,406.25000000000045,1.4173998875668694
796.2500000000005,1.082312391856973,113.75000000000058,3.6828130871556244
1267.5,3.3616406479292156,308.75000000000057,1.8876115509648959
1186.2500000000002,3.6828135884844935,211.2500000000006,2.522475591462268
1088.7500000000002,2.522478028244791,503.7500000000005,1.0823082220082274
991.2500000000002,1.887615312429766,406.25000000000045,1.4173998207819996
893.7500000000003,1.4174045251713467,308.75000000000057,1.8876114479468267
796.2500000000003,1.0823125328621366,32.500000000000334,3.36164250495625
1267.5,3.3616405411275023,113.75000000000061,3.6828129593538463
1186.2500000000002,3.6828128203929458,211.25000000000063,2.5224754832899086
1088.75,2.5224774536507173,406.25000000000045,1.4173997567861294
991.2500000000001,1.8876147923056694,308.75000000000057,1.8876113432270984
893.7500000000003,1.417404764600823,211.25000000000063,2.5224753580933466
796.2500000000003,1.0823125261385638,32.500000000000334,3.3616424462865395
1267.5,3.361640713733375,113.75000000000065,3.6828128230402886
1186.2500000000002,3.682812346740397,308.75000000000057,1.8876112377852623
1088.75,2.5224764330395884,211.25000000000063,2.5224752333740814
991.2500000000002,1.8876152507223585,113.75000000000065,3.6828126827342733
893.7500000000001,1.4174047675417205,32.50000000000037,3.3616423952829995
796.2500000000003,1.0823120070798244,211.2500000000006,2.522475111336216
1267.5,3.3616404989977875,113.75000000000065,3.682812544086263
1186.2500000000002,3.682811533584609,32.50000000000037,3.3616423427081408
